DOLocationID,payment_type,congestion_surcharge,total_amount,tip_amount
221,1.0,0.0,83.5,0.0
245,1.0,0.0,51.9,0.0
23,1.0,0.0,57.3,0.0
109,1.0,0.0,91.0,0.0
5,1.0,0.0,120.5,0.0
115,1.0,0.0,51.9,0.0
206,1.0,0.0,68.1,0.0
187,1.0,0.0,65.4,0.0
115,1.0,0.0,76.0,0.0
6,1.0,0.0,43.0,0.0
23,1.0,0.0,101.25,0.0
118,1.0,0.0,39.5,0.0
6,1.0,0.0,104.0,0.0
23,1.0,0.0,91.0,0.0
115,1.0,0.0,51.9,0.0
206,1.0,0.0,73.5,0.0
156,1.0,0.0,73.5,0.0
187,1.0,0.0,65.4,0.0
115,1.0,0.0,83.5,0.0
187,1.0,0.0,91.0,0.0
206,1.0,0.0,39.5,0.0
6,2.0,0.0,70.3,0.0
115,2.0,0.0,50.54,0.0
206,1.0,0.0,75.24,0.0
156,1.0,0.0,96.04,0.0
206,1.0,0.0,86.54,0.0
23,1.0,0.0,105.66,0.0
187,1.0,0.0,50.54,0.0
156,1.0,0.0,93.04,0.0
187,1.0,0.0,23.5,4.7
115,1.0,0.0,71.54,0.0
156,2.0,0.0,3.3,0.0
156,2.0,0.0,3.3,0.0
251,1.0,0.0,11.8,0.0
109,1.0,0.0,47.04,1.0
214,1.0,0.0,39.42,7.88
221,2.0,0.0,48.04,0.0
118,1.0,2.75,111.34,18.55
214,1.0,0.0,38.8,7.76
156,1.0,0.0,98.04,0.0
44,1.0,0.0,81.54,0.0
156,2.0,0.0,58.04,0.0
156,1.0,0.0,95.54,0.0
156,1.0,0.0,68.04,0.0
156,1.0,0.0,94.04,0.0
206,1.0,0.0,103.55,0.01
206,1.0,0.0,86.04,0.0
156,1.0,0.0,84.04,0.0
187,1.0,0.0,9.3,0.0
187,2.0,0.0,4.3,0.0
23,2.0,0.0,6.3,0.0
115,1.0,0.0,72.54,0.0
156,1.0,0.0,73.54,0.0
214,1.0,0.0,38.8,7.76
187,1.0,0.0,86.04,0.0
115,2.0,0.0,4.8,0.0
214,1.0,0.0,15.3,0.0
172,1.0,0.0,14.8,0.0
115,1.0,0.0,20.8,0.0
118,1.0,2.75,114.94,19.15
214,1.0,0.0,40.05,8.01
118,1.0,0.0,57.04,0.0
118,1.0,0.0,52.24,0.0
118,1.0,0.0,11.3,0.0
221,2.0,0.0,30.04,0.0
23,1.0,0.0,82.54,0.0
115,1.0,0.0,25.3,0.0
115,2.0,0.0,3.3,0.0
115,2.0,0.0,3.8,0.0
115,2.0,0.0,3.3,0.0
23,1.0,0.0,27.8,0.0
23,3.0,0.0,3.8,0.0
23,2.0,0.0,3.8,0.0
204,1.0,0.0,85.36,0.0
221,1.0,0.0,44.49,0.0
214,1.0,0.0,38.18,7.64
221,1.0,0.0,43.54,0.0
23,2.0,0.0,5.8,0.0
115,3.0,0.0,3.8,0.0
115,2.0,0.0,3.8,0.0
23,1.0,0.0,35.3,0.0
156,2.0,0.0,106.8,0.0
115,1.0,0.0,65.54,0.0
23,2.0,0.0,80.54,0.0
115,2.0,0.0,46.04,0.0
221,1.0,0.0,17.25,3.45
118,1.0,2.75,107.74,17.95
172,1.0,2.75,101.29,16.88
172,2.0,2.75,81.29,0.0
23,1.0,0.0,86.04,0.0
156,2.0,0.0,3.8,0.0
206,1.0,0.0,7.38,0.08
206,2.0,0.0,61.04,0.0
172,1.0,0.0,69.99,0.0
23,1.0,0.0,93.54,0.0
23,2.0,0.0,57.04,0.0
214,2.0,0.0,112.54,0.0
206,1.0,0.0,30.3,0.0
109,2.0,0.0,16.8,0.0
118,1.0,0.0,51.04,0.0
245,1.0,0.0,21.8,0.0
115,1.0,0.0,21.8,0.0
206,1.0,0.0,125.3,5.0
23,1.0,0.0,31.3,0.0
156,1.0,0.0,18.8,0.0
187,1.0,0.0,56.54,7.0
115,1.0,0.0,58.04,0.0
23,1.0,0.0,29.3,0.0
118,1.0,2.75,110.89,18.48
44,1.0,0.0,61.24,0.0
214,1.0,2.75,106.69,17.78
156,1.0,0.0,59.24,0.0
156,1.0,0.0,93.54,0.0
109,1.0,0.0,80.3,0.0
118,2.0,0.0,113.8,0.0
156,1.0,0.0,70.04,1.0
156,2.0,0.0,85.04,0.0
156,1.0,0.0,99.54,0.0
118,1.0,0.0,54.04,0.0
156,1.0,0.0,97.54,0.0
251,1.0,0.0,51.9,0.0
115,1.0,0.0,51.9,0.0
115,1.0,0.0,49.2,0.0
172,1.0,0.0,115.0,0.0
156,1.0,0.0,57.3,0.0
176,1.0,0.0,39.5,0.0
206,1.0,0.0,73.5,0.0
115,1.0,0.0,88.5,0.0
214,1.0,0.0,81.0,0.0
204,1.0,0.0,98.5,0.0
206,1.0,0.0,60.0,0.0
156,1.0,0.0,98.5,0.0
44,1.0,0.0,73.5,0.0
23,1.0,0.0,62.7,0.0
115,1.0,0.0,49.2,0.0
214,1.0,0.0,104.0,0.0
214,1.0,0.0,81.0,0.0
206,1.0,0.0,73.5,0.0
6,1.0,0.0,29.0,0.0
115,1.0,0.0,46.5,0.0
187,1.0,0.0,65.4,0.0
251,1.0,0.0,73.5,0.0
221,1.0,0.0,128.75,0.0
187,1.0,0.0,49.2,0.0
214,1.0,0.0,81.0,0.0
109,1.0,0.0,112.25,0.0
118,1.0,0.0,65.57,0.0
109,1.0,0.0,46.5,0.0
214,1.0,0.0,81.0,0.0
115,1.0,0.0,57.3,0.0
156,1.0,0.0,104.0,0.0
206,1.0,0.0,88.5,0.0
115,1.0,0.0,51.9,0.0
115,1.0,0.0,36.0,0.0
44,1.0,0.0,81.0,0.0
156,1.0,0.0,76.0,0.0
214,1.0,0.0,81.0,0.0
44,1.0,0.0,88.5,0.0
214,1.0,0.0,65.4,0.0
5,1.0,0.0,93.5,0.0
245,1.0,0.0,93.5,0.0
5,1.0,0.0,73.5,0.0
221,1.0,0.0,60.0,0.0
206,1.0,0.0,54.6,0.0
206,1.0,0.0,128.75,0.0
156,1.0,0.0,91.0,0.0
6,1.0,0.0,49.2,0.0
23,1.0,0.0,106.75,0.0
118,1.0,0.0,65.4,0.0
251,1.0,0.0,51.9,0.0
251,1.0,0.0,88.5,0.0
115,1.0,0.0,60.0,0.0
206,1.0,0.0,88.5,0.0
214,1.0,0.0,83.5,0.0
115,1.0,0.0,104.0,0.0
6,1.0,0.0,73.5,0.0
206,1.0,0.0,70.8,0.0
115,1.0,0.0,73.5,0.0
214,1.0,0.0,81.0,0.0
221,1.0,0.0,70.8,0.0
214,1.0,0.0,81.0,0.0
187,1.0,0.0,98.5,0.0
44,1.0,0.0,78.5,0.0
115,1.0,0.0,65.4,0.0
221,1.0,0.0,60.0,0.0
206,1.0,0.0,70.8,0.0
187,2.0,0.0,77.54,0.0
23,1.0,0.0,84.04,0.0
214,1.0,0.0,57.05,9.51
115,1.0,0.0,94.54,0.0
23,2.0,0.0,59.54,0.0
23,1.0,0.0,29.8,0.0
156,1.0,0.0,93.54,0.0
23,1.0,0.0,85.54,0.0
115,1.0,0.0,74.04,0.0
118,1.0,0.0,61.12,10.08
206,2.0,0.0,6.8,0.0
156,1.0,0.0,35.8,0.0
6,2.0,0.0,6.8,0.0
115,1.0,0.0,27.8,0.0
115,2.0,0.0,390.3,0.0
23,1.0,0.0,28.8,0.0
115,1.0,0.0,80.04,0.0
156,1.0,0.0,73.54,0.0
156,1.0,0.0,48.54,0.0
156,2.0,0.0,33.3,0.0
156,2.0,0.0,6.3,0.0
44,1.0,0.0,33.8,0.0
115,1.0,0.0,49.3,0.0
206,1.0,0.0,26.8,2.0
23,1.0,0.0,32.8,0.0
245,1.0,0.0,13.3,3.0
115,2.0,2.75,61.05,0.0
115,1.0,0.0,72.36,12.06
115,1.0,0.0,72.54,0.0
118,1.0,2.75,103.55,17.26
251,1.0,0.0,130.3,15.0
6,2.0,0.0,9.8,0.0
156,1.0,0.0,97.54,0.0
221,2.0,0.0,7.3,0.0
187,2.0,0.0,54.54,0.0
204,1.0,0.0,81.54,0.0
23,2.0,0.0,81.54,0.0
118,2.0,0.0,227.04,0.0
156,1.0,0.0,98.04,0.0
206,1.0,0.0,16.56,2.76
115,2.0,0.0,55.3,0.0
84,1.0,0.0,79.54,0.0
23,2.0,0.0,90.3,0.0
6,1.0,0.0,31.85,5.31
206,1.0,0.0,11.8,0.0
115,1.0,0.0,70.04,0.0
172,1.0,0.0,19.8,0.0
23,1.0,0.0,31.8,0.0
115,1.0,0.0,22.8,0.0
156,1.0,0.0,73.04,0.0
5,1.0,2.75,133.09,22.18
156,1.0,0.0,65.04,0.0
156,1.0,0.0,22.8,0.0
156,3.0,0.0,4.8,0.0
156,2.0,0.0,4.8,0.0
156,2.0,0.0,6.8,0.0
172,2.0,2.75,84.29,0.0
172,2.0,2.75,77.29,0.0
156,1.0,0.0,95.04,0.0
