DOLocationID,payment_type,congestion_surcharge,total_amount,tip_amount
255,3.0,0.0,25.0,0.0
255,1.0,0.0,25.0,0.0
119,2.0,0.0,14.3,0.0
42,2.0,0.0,3.8,0.0
42,2.0,0.0,5.8,0.0
41,2.0,0.0,5.3,0.0
61,1.0,0.0,16.56,2.76
7,2.0,0.0,5.8,0.0
74,2.0,0.0,6.3,0.0
198,2.0,0.0,17.8,0.0
258,2.0,0.0,24.8,0.0
41,2.0,0.0,5.8,0.0
37,2.0,0.0,7.3,0.0
256,1.0,0.0,13.56,2.26
37,1.0,0.0,14.12,2.82
7,2.0,0.0,12.3,0.0
223,1.0,0.0,14.91,2.16
112,1.0,0.0,17.94,4.14
143,1.0,2.75,34.05,4.0
28,2.0,0.0,29.8,0.0
179,2.0,0.0,9.3,0.0
230,1.0,2.75,26.46,4.41
86,1.0,0.0,20.8,0.0
145,1.0,2.75,73.05,0.0
243,2.0,0.0,3.8,0.0
42,1.0,0.0,6.54,0.74
263,1.0,2.75,16.85,2.8
75,2.0,0.0,3.8,0.0
263,2.0,2.75,9.55,0.0
166,2.0,0.0,7.8,0.0
213,2.0,0.0,20.3,0.0
7,2.0,0.0,15.8,0.0
129,2.0,0.0,8.3,0.0
144,2.0,2.75,18.05,0.0
234,1.0,2.75,27.05,4.5
42,2.0,0.0,13.3,0.0
182,2.0,0.0,22.8,0.0
112,1.0,0.0,12.09,2.79
256,1.0,0.0,6.36,1.06
36,2.0,0.0,13.3,0.0
37,1.0,0.0,9.36,1.56
232,2.0,2.75,22.05,0.0
152,2.0,2.75,29.05,0.0
75,2.0,0.0,7.3,0.0
36,1.0,0.0,47.92,5.0
244,2.0,0.0,6.3,0.0
75,2.0,2.75,38.05,0.0
74,1.0,0.0,12.96,2.16
255,1.0,0.0,55.0,1.0
18,1.0,0.0,47.3,7.88
256,1.0,0.0,9.36,1.56
145,1.0,0.0,12.36,2.06
79,2.0,2.75,19.55,0.0
157,2.0,0.0,14.8,0.0
210,2.0,0.0,9.3,0.0
210,2.0,0.0,7.3,0.0
93,1.0,0.0,54.36,9.06
244,2.0,0.0,7.3,0.0
141,2.0,2.75,24.55,0.0
225,1.0,0.0,18.3,0.0
174,2.0,0.0,6.3,0.0
225,2.0,0.0,14.8,0.0
231,1.0,2.75,25.31,2.26
223,1.0,0.0,10.56,1.76
7,2.0,0.0,8.8,0.0
61,1.0,0.0,27.36,4.56
53,1.0,0.0,10.8,1.0
119,2.0,0.0,12.3,0.0
83,1.0,0.0,10.0,6.2
223,2.0,0.0,7.3,0.0
244,1.0,0.0,20.54,4.74
152,1.0,0.0,11.76,1.96
61,1.0,0.0,11.62,2.32
235,2.0,0.0,20.3,0.0
127,2.0,0.0,7.8,0.0
127,1.0,0.0,6.96,1.16
250,1.0,0.0,24.96,4.16
31,4.0,0.0,62.42,0.0
74,2.0,0.0,7.8,0.0
146,1.0,0.0,11.8,1.0
95,1.0,0.0,23.0,3.7
55,1.0,0.0,12.8,0.0
179,1.0,0.0,8.16,1.36
129,1.0,0.0,7.8,0.0
129,2.0,0.0,7.3,0.0
47,2.0,0.0,10.3,0.0
255,1.0,0.0,6.0,1.2
17,2.0,0.0,14.3,0.0
177,2.0,0.0,15.8,0.0
256,1.0,0.0,10.79,2.49
256,2.0,0.0,6.3,0.0
132,2.0,0.0,42.8,0.0
185,2.0,0.0,27.3,0.0
42,1.0,0.0,9.3,0.0
89,2.0,0.0,16.3,0.0
263,1.0,2.75,36.17,1.0
76,2.0,0.0,25.3,0.0
216,1.0,0.0,15.96,2.66
225,1.0,0.0,14.75,2.45
61,2.0,0.0,15.3,0.0
229,1.0,2.75,29.55,2.0
208,1.0,0.0,27.8,3.0
80,1.0,0.0,15.96,2.66
256,1.0,0.0,14.16,2.36
216,1.0,0.0,15.36,2.56
7,2.0,0.0,5.3,0.0
36,2.0,0.0,24.8,0.0
196,1.0,0.0,11.16,1.86
7,2.0,0.0,26.3,0.0
18,2.0,0.0,10.8,0.0
169,2.0,0.0,7.3,0.0
243,1.0,0.0,13.56,2.26
121,2.0,0.0,10.8,0.0
56,1.0,0.0,11.62,2.32
129,2.0,0.0,11.3,0.0
264,1.0,0.0,10.3,0.0
244,2.0,0.0,8.8,0.0
247,2.0,0.0,10.8,0.0
264,1.0,0.0,24.36,4.06
22,1.0,0.0,13.0,2.2
42,2.0,0.0,13.8,0.0
90,1.0,2.75,37.25,6.2
74,2.0,0.0,12.3,0.0
83,2.0,0.0,10.8,0.0
82,2.0,0.0,6.3,0.0
56,2.0,0.0,10.3,0.0
56,2.0,0.0,10.8,0.0
24,2.0,0.0,9.3,0.0
36,1.0,0.0,8.84,2.04
138,2.0,0.0,12.8,0.0
179,1.0,0.0,7.25,1.45
256,1.0,0.0,24.3,20.0
130,2.0,0.0,4.8,0.0
138,1.0,0.0,54.36,9.06
7,4.0,0.0,9.3,0.0
173,2.0,0.0,17.3,0.0
152,1.0,0.0,7.25,1.45
197,1.0,0.0,12.0,4.2
191,1.0,0.0,18.59,4.29
260,1.0,0.0,6.36,1.06
157,2.0,0.0,7.8,0.0
64,1.0,0.0,85.3,10.0
256,1.0,0.0,7.56,1.26
83,2.0,0.0,7.8,0.0
67,2.0,0.0,41.8,0.0
62,1.0,0.0,12.36,2.06
181,1.0,0.0,12.8,2.0
17,3.0,0.0,8.3,0.0
89,1.0,0.0,20.15,3.35
173,2.0,0.0,8.3,0.0
226,3.0,0.0,5.8,0.0
226,2.0,0.0,5.8,0.0
7,1.0,0.0,6.3,1.0
146,2.0,0.0,9.3,0.0
7,2.0,0.0,4.8,0.0
229,1.0,2.75,33.66,5.61
37,1.0,0.0,65.3,10.88
74,1.0,0.0,20.3,0.0
80,1.0,0.0,8.16,1.36
256,1.0,0.0,16.8,5.0
163,1.0,2.75,41.46,6.91
61,2.0,0.0,15.8,0.0
79,1.0,2.75,18.25,4.2
83,2.0,0.0,7.3,0.0
56,2.0,0.0,9.3,0.0
129,2.0,0.0,14.3,0.0
56,2.0,0.0,7.8,0.0
82,2.0,0.0,5.3,0.0
173,2.0,0.0,5.3,0.0
256,2.0,0.0,20.3,0.0
146,2.0,0.0,28.3,0.0
7,1.0,0.0,5.8,0.5
182,2.0,0.0,24.8,0.0
82,2.0,0.0,6.8,0.0
7,1.0,0.0,8.19,1.89
144,1.0,2.75,29.05,1.0
83,2.0,0.0,6.8,0.0
173,2.0,0.0,10.8,0.0
82,1.0,0.0,22.88,4.58
196,2.0,0.0,8.8,0.0
17,1.0,0.0,7.56,1.26
72,2.0,0.0,12.3,0.0
7,3.0,0.0,4.8,0.0
169,2.0,0.0,8.3,0.0
7,2.0,0.0,5.8,0.0
37,2.0,0.0,25.8,0.0
70,2.0,0.0,11.8,0.0
82,2.0,0.0,12.3,0.0
80,2.0,0.0,23.3,0.0
173,2.0,0.0,7.8,0.0
7,2.0,0.0,12.8,0.0
173,2.0,0.0,18.8,0.0
37,2.0,0.0,10.8,0.0
80,1.0,0.0,9.75,1.95
256,1.0,0.0,8.5,1.7
255,1.0,0.0,5.8,0.5
198,2.0,0.0,9.3,0.0
225,1.0,0.0,11.44,2.64
83,2.0,0.0,8.3,0.0
70,2.0,0.0,10.8,0.0
158,1.0,2.75,97.26,16.21
37,2.0,0.0,15.3,0.0
83,2.0,0.0,8.8,0.0
129,1.0,0.0,21.3,0.0
260,1.0,0.0,8.8,0.0
97,1.0,0.0,8.19,1.89
17,2.0,0.0,10.3,0.0
260,3.0,0.0,40.3,0.0
260,2.0,0.0,40.3,0.0
264,1.0,0.0,168.36,28.06
247,2.0,0.0,11.8,0.0
225,1.0,0.0,14.04,3.24
129,1.0,0.0,27.04,6.24
179,2.0,0.0,12.3,0.0
95,2.0,0.0,7.3,0.0
265,1.0,0.0,40.41,0.11
112,2.0,0.0,8.8,0.0
89,2.0,0.0,12.8,0.0
42,2.0,0.0,6.3,0.0
243,2.0,0.0,20.3,0.0
14,1.0,0.0,22.2,2.9
228,2.0,0.0,13.3,0.0
225,2.0,0.0,7.3,0.0
37,1.0,0.0,19.56,3.26
197,1.0,0.0,10.3,0.0
89,1.0,0.0,14.3,0.0
181,1.0,0.0,29.6,6.8
28,2.0,0.0,21.3,0.0
129,1.0,0.0,9.36,1.56
112,2.0,0.0,18.8,0.0
225,1.0,0.0,22.49,5.19
181,1.0,0.0,6.8,0.0
265,2.0,0.0,53.3,0.0
37,1.0,0.0,12.96,2.16
49,1.0,0.0,12.25,2.45
61,2.0,0.0,16.8,0.0
83,1.0,0.0,19.88,3.08
