DOLocationID,payment_type,congestion_surcharge,total_amount,tip_amount
79,1.0,2.75,63.66,10.61
260,2.0,0.0,4.3,0.0
188,1.0,0.0,8.8,0.0
7,2.0,0.0,5.8,0.0
218,2.0,0.0,17.3,0.0
226,1.0,0.0,9.36,1.56
85,2.0,0.0,22.3,0.0
82,1.0,0.0,31.3,20.0
129,2.0,0.0,6.8,0.0
142,1.0,2.75,37.26,6.21
121,2.0,0.0,9.8,0.0
129,2.0,0.0,11.8,0.0
116,2.0,0.0,9.3,0.0
264,2.0,0.0,5.3,0.0
42,2.0,0.0,8.8,0.0
75,2.0,0.0,8.3,0.0
41,2.0,0.0,6.3,0.0
41,1.0,0.0,8.75,1.45
80,1.0,0.0,103.0,5.0
129,2.0,0.0,11.8,0.0
82,2.0,0.0,6.3,0.0
82,2.0,0.0,17.3,0.0
80,1.0,0.0,11.75,1.95
62,1.0,0.0,9.95,1.65
112,1.0,0.0,19.75,3.95
241,2.0,0.0,11.3,0.0
87,1.0,2.75,33.63,4.13
75,1.0,0.0,18.0,3.0
167,2.0,0.0,15.8,0.0
60,2.0,0.0,13.8,0.0
129,2.0,0.0,10.3,0.0
173,2.0,0.0,13.8,0.0
137,1.0,2.75,34.51,7.96
14,2.0,0.0,8.3,0.0
14,2.0,0.0,8.8,0.0
228,1.0,0.0,14.72,1.92
159,2.0,0.0,4.8,0.0
256,3.0,0.0,4.3,0.0
89,1.0,0.0,30.3,2.0
34,1.0,0.0,26.3,1.0
146,2.0,0.0,7.3,0.0
82,2.0,0.0,8.8,0.0
42,2.0,0.0,4.3,0.0
42,1.0,0.0,6.35,1.05
112,1.0,0.0,17.3,5.0
37,1.0,0.0,9.96,1.66
75,1.0,0.0,35.96,3.09
42,1.0,0.0,9.49,2.19
47,2.0,0.0,14.3,0.0
196,2.0,0.0,11.3,0.0
168,1.0,0.0,7.25,1.45
83,2.0,0.0,8.8,0.0
223,2.0,0.0,13.3,0.0
7,2.0,0.0,12.3,0.0
181,2.0,0.0,8.8,0.0
14,2.0,0.0,20.3,0.0
107,1.0,2.75,58.05,0.0
265,1.0,0.0,130.3,0.0
98,1.0,0.0,20.16,3.36
223,2.0,0.0,9.3,0.0
223,2.0,0.0,8.8,0.0
7,2.0,0.0,4.8,0.0
42,2.0,0.0,6.8,0.0
56,2.0,0.0,8.8,0.0
173,2.0,0.0,9.8,0.0
56,2.0,0.0,7.8,0.0
173,2.0,0.0,10.3,0.0
244,1.0,0.0,10.79,2.49
75,2.0,0.0,6.8,0.0
168,2.0,0.0,8.8,0.0
129,2.0,0.0,9.3,0.0
61,1.0,0.0,80.8,5.0
260,1.0,0.0,7.25,1.45
7,2.0,0.0,6.8,0.0
100,1.0,2.75,30.55,2.0
223,2.0,0.0,10.3,0.0
260,2.0,0.0,7.3,0.0
129,2.0,0.0,6.8,0.0
256,2.0,0.0,6.8,0.0
144,1.0,2.75,15.55,2.0
198,2.0,0.0,16.3,0.0
95,1.0,0.0,6.89,1.59
50,2.0,2.75,18.55,0.0
168,2.0,0.0,7.3,0.0
65,1.0,0.0,19.8,2.0
226,1.0,0.0,11.16,1.86
260,2.0,0.0,6.3,0.0
9,2.0,0.0,28.3,0.0
42,1.0,0.0,5.8,0.0
7,1.0,0.0,26.9,4.48
116,2.0,0.0,8.8,0.0
157,1.0,0.0,12.25,2.45
129,2.0,0.0,10.8,0.0
129,2.0,0.0,7.8,0.0
7,2.0,0.0,8.8,0.0
157,2.0,0.0,10.8,0.0
129,2.0,0.0,4.3,0.0
226,1.0,0.0,36.36,6.06
107,1.0,2.75,44.17,5.0
112,1.0,2.75,39.71,9.16
157,1.0,0.0,10.3,2.0
188,1.0,0.0,30.36,5.06
263,2.0,2.75,31.55,0.0
145,1.0,0.0,17.76,2.96
181,1.0,0.0,33.36,5.56
152,2.0,0.0,7.3,0.0
119,2.0,0.0,11.8,0.0
260,2.0,0.0,8.8,0.0
260,2.0,0.0,10.8,0.0
260,2.0,0.0,11.8,0.0
196,2.0,0.0,12.8,0.0
79,2.0,2.75,18.05,0.0
65,1.0,0.0,39.3,1.0
37,1.0,0.0,24.36,4.06
129,2.0,0.0,7.8,0.0
70,2.0,0.0,11.8,0.0
198,1.0,0.0,17.88,3.58
226,2.0,0.0,14.8,0.0
60,2.0,0.0,15.8,0.0
94,2.0,0.0,14.8,0.0
7,1.0,0.0,7.0,0.7
7,1.0,0.0,12.96,2.16
82,2.0,0.0,8.8,0.0
61,1.0,0.0,14.75,2.95
234,1.0,2.75,30.05,0.0
68,2.0,2.75,26.55,0.0
70,2.0,0.0,15.8,0.0
260,2.0,0.0,4.3,0.0
158,1.0,2.75,26.46,4.41
7,2.0,0.0,15.3,0.0
41,1.0,0.0,9.12,1.82
134,2.0,0.0,8.3,0.0
25,1.0,0.0,22.56,3.76
179,1.0,0.0,7.54,1.74
132,2.0,0.0,38.8,0.0
181,2.0,0.0,4.8,0.0
223,1.0,0.0,41.16,6.86
186,1.0,2.75,27.66,4.61
226,2.0,0.0,15.8,0.0
223,1.0,0.0,28.5,5.7
228,1.0,0.0,38.16,6.36
40,2.0,0.0,6.3,0.0
93,1.0,0.0,8.0,1.7
82,2.0,0.0,9.3,0.0
7,2.0,0.0,5.3,0.0
226,1.0,0.0,13.8,2.5
185,1.0,0.0,7.56,1.26
198,2.0,0.0,13.8,0.0
70,2.0,0.0,11.3,0.0
159,2.0,0.0,5.3,0.0
242,2.0,0.0,7.8,0.0
36,1.0,0.0,20.75,3.45
75,1.0,2.75,50.46,8.41
129,1.0,0.0,30.0,1.2
264,2.0,0.0,5.8,0.0
41,1.0,0.0,8.3,1.0
20,2.0,0.0,3.8,0.0
212,2.0,0.0,12.8,0.0
129,2.0,0.0,6.3,0.0
244,2.0,0.0,3.8,0.0
259,1.0,0.0,21.96,3.66
238,1.0,2.75,53.05,5.0
95,2.0,0.0,37.42,0.0
237,1.0,2.75,45.8,7.63
97,1.0,0.0,8.3,0.0
148,1.0,0.0,48.0,3.0
61,2.0,0.0,13.8,0.0
198,2.0,0.0,15.8,0.0
198,2.0,0.0,6.3,0.0
171,1.0,0.0,8.76,1.46
179,1.0,0.0,31.59,7.29
116,2.0,0.0,7.8,0.0
74,2.0,0.0,7.3,0.0
41,2.0,0.0,6.8,0.0
42,1.0,0.0,8.31,0.01
42,1.0,0.0,9.3,0.0
226,1.0,0.0,11.3,1.0
75,1.0,0.0,10.79,2.49
94,2.0,0.0,14.8,0.0
80,1.0,0.0,9.8,0.0
114,1.0,2.75,28.86,4.81
37,2.0,0.0,8.3,0.0
66,2.0,0.0,11.3,0.0
41,2.0,0.0,16.3,0.0
265,1.0,2.75,119.55,0.0
264,1.0,0.0,56.3,1.0
80,1.0,0.0,30.38,6.08
159,2.0,0.0,31.42,0.0
226,2.0,0.0,8.8,0.0
260,2.0,0.0,9.8,0.0
42,2.0,0.0,9.3,0.0
225,2.0,0.0,5.8,0.0
212,2.0,0.0,15.8,0.0
82,2.0,0.0,11.3,0.0
260,2.0,0.0,5.3,0.0
145,1.0,0.0,14.76,2.46
10,1.0,0.0,11.76,1.96
36,1.0,0.0,10.38,2.08
79,1.0,2.75,28.55,4.0
223,2.0,0.0,5.8,0.0
173,1.0,0.0,8.84,2.04
132,2.0,0.0,20.8,0.0
151,1.0,0.0,10.8,0.0
126,2.0,0.0,14.3,0.0
95,1.0,0.0,11.44,2.64
42,2.0,0.0,4.8,0.0
167,2.0,0.0,5.8,0.0
42,1.0,0.0,8.16,1.36
243,1.0,0.0,15.96,2.66
74,2.0,0.0,8.3,0.0
7,1.0,0.0,25.1,4.18
37,1.0,0.0,17.16,2.86
80,1.0,0.0,9.95,1.65
161,1.0,2.75,32.05,5.0
112,1.0,0.0,15.38,3.08
93,2.0,0.0,43.8,0.0
179,2.0,0.0,13.3,0.0
82,1.0,0.0,22.56,3.76
225,1.0,0.0,18.8,2.0
47,2.0,0.0,12.3,0.0
241,2.0,0.0,17.3,0.0
42,2.0,0.0,6.8,0.0
226,1.0,0.0,24.8,2.0
75,2.0,0.0,5.8,0.0
260,2.0,0.0,5.8,0.0
168,2.0,0.0,19.3,0.0
52,1.0,0.0,7.2,1.4
168,2.0,0.0,8.8,0.0
129,2.0,0.0,7.8,0.0
129,1.0,0.0,8.16,1.36
70,2.0,0.0,7.8,0.0
7,2.0,0.0,10.8,0.0
132,1.0,0.0,60.36,10.06
173,2.0,0.0,9.3,0.0
116,2.0,0.0,36.92,0.0
79,1.0,2.75,26.0,2.95
219,2.0,0.0,14.8,0.0
244,2.0,0.0,7.8,0.0
136,2.0,0.0,13.3,0.0
63,2.0,0.0,10.8,0.0
175,2.0,0.0,36.3,0.0
49,1.0,0.0,15.95,2.65
179,1.0,0.0,27.95,4.65
95,1.0,0.0,27.95,4.65
7,1.0,0.0,9.96,1.66
56,1.0,0.0,6.96,1.16
129,2.0,0.0,11.3,0.0
260,1.0,0.0,29.8,0.0
42,2.0,0.0,10.3,0.0
256,1.0,0.0,7.56,1.26
231,1.0,2.75,29.46,4.91
260,1.0,0.0,9.3,2.0
28,2.0,0.0,29.8,0.0
258,1.0,0.0,17.3,3.0
160,2.0,0.0,13.3,0.0
17,2.0,0.0,25.8,0.0
83,2.0,0.0,8.3,0.0
70,2.0,0.0,6.8,0.0
82,2.0,0.0,11.8,0.0
85,1.0,0.0,16.8,0.0
80,1.0,0.0,45.0,5.0
80,2.0,0.0,17.3,0.0
134,2.0,0.0,20.3,0.0
83,2.0,0.0,11.3,0.0
144,1.0,2.75,25.26,4.21
225,2.0,0.0,8.3,0.0
7,2.0,0.0,8.3,0.0
129,2.0,0.0,9.3,0.0
218,1.0,0.0,16.56,2.76
216,1.0,0.0,24.8,10.0
175,2.0,0.0,23.8,0.0
181,1.0,0.0,24.36,4.06
68,1.0,2.75,38.01,6.01
17,2.0,0.0,9.3,0.0
255,1.0,0.0,6.96,1.16
7,2.0,0.0,16.8,0.0
261,1.0,2.75,63.66,10.61
168,1.0,0.0,9.8,0.0
134,1.0,0.0,6.36,1.06
192,1.0,0.0,21.0,2.2
7,1.0,0.0,10.14,2.34
47,1.0,0.0,7.8,0.0
75,1.0,0.0,39.35,7.48
7,1.0,0.0,48.36,8.06
31,1.0,0.0,23.34,3.04
138,2.0,0.0,20.8,0.0
249,1.0,2.75,34.85,5.8
49,1.0,0.0,48.88,0.0
116,1.0,0.0,12.09,2.79
242,2.0,0.0,21.3,0.0
135,2.0,0.0,9.8,0.0
198,1.0,0.0,14.75,2.45
102,1.0,0.0,24.36,4.06
179,1.0,0.0,28.8,3.0
129,2.0,0.0,11.8,0.0
129,2.0,0.0,7.8,0.0
16,2.0,0.0,34.8,0.0
61,3.0,0.0,5.8,0.0
61,2.0,0.0,5.8,0.0
228,1.0,0.0,22.25,4.45
80,1.0,0.0,50.38,0.08
206,1.0,0.0,64.45,8.41
218,1.0,0.0,18.5,3.7
209,1.0,2.75,55.05,7.0
229,2.0,2.75,18.05,0.0
79,1.0,0.0,53.0,8.0
198,2.0,0.0,12.8,0.0
129,2.0,0.0,6.3,0.0
223,2.0,0.0,12.8,0.0
129,2.0,0.0,8.8,0.0
129,1.0,0.0,9.36,1.56
82,1.0,0.0,9.49,2.19
10,1.0,0.0,11.0,3.7
231,2.0,2.75,29.55,0.0
193,2.0,0.0,8.8,0.0
226,2.0,0.0,25.8,0.0
145,1.0,0.0,10.14,2.34
112,1.0,0.0,11.8,2.5
42,1.0,0.0,12.96,2.16
10,1.0,0.0,27.8,0.0
224,1.0,2.75,22.26,3.71
265,1.0,0.0,71.0,0.7
37,2.0,0.0,7.8,0.0
61,1.0,0.0,16.64,3.84
129,3.0,0.0,9.8,0.0
37,1.0,0.0,12.36,2.06
77,2.0,0.0,18.3,0.0
255,1.0,0.0,40.3,0.0
164,2.0,2.75,94.17,0.0
89,1.0,0.0,66.62,13.32
233,1.0,2.75,62.09,12.42
70,1.0,0.0,16.56,2.76
83,2.0,0.0,9.8,0.0
56,2.0,0.0,10.8,0.0
129,2.0,0.0,11.3,0.0
95,2.0,0.0,11.3,0.0
70,1.0,0.0,12.96,2.16
229,2.0,2.75,19.05,0.0
257,2.0,0.0,36.3,0.0
138,2.0,0.0,14.8,0.0
260,1.0,0.0,7.56,1.26
145,2.0,0.0,8.8,0.0
102,2.0,0.0,17.8,0.0
233,1.0,2.75,53.97,4.8
65,1.0,0.0,35.38,7.08
157,1.0,0.0,8.76,1.46
260,2.0,0.0,6.8,0.0
36,1.0,0.0,8.16,1.36
129,2.0,0.0,9.3,0.0
25,1.0,0.0,19.8,2.0
37,1.0,0.0,75.96,12.66
198,2.0,0.0,14.8,0.0
7,2.0,0.0,7.3,0.0
9,2.0,0.0,34.8,0.0
264,1.0,0.0,40.3,0.0
173,2.0,0.0,12.8,0.0
175,1.0,0.0,30.96,5.16
216,2.0,0.0,17.8,0.0
7,1.0,0.0,8.38,2.08
37,1.0,0.0,18.5,3.7
113,1.0,2.75,25.26,4.21
112,2.0,0.0,4.8,0.0
129,2.0,0.0,11.8,0.0
263,1.0,2.75,9.07,0.02
75,2.0,0.0,8.8,0.0
260,2.0,0.0,7.8,0.0
198,2.0,0.0,11.8,0.0
85,2.0,0.0,15.8,0.0
159,2.0,0.0,14.3,0.0
169,2.0,0.0,11.8,0.0
229,2.0,2.75,35.17,0.0
47,2.0,0.0,12.3,0.0
41,2.0,0.0,7.3,0.0
145,1.0,0.0,6.0,1.2
148,2.0,2.75,16.05,0.0
255,1.0,0.0,9.36,1.56
17,1.0,0.0,17.76,2.96
97,1.0,0.0,10.3,2.0
13,2.0,2.75,18.05,0.0
36,1.0,0.0,6.8,1.0
36,2.0,0.0,4.3,0.0
236,1.0,2.75,9.81,2.26
95,1.0,0.0,5.9,0.1
237,2.0,2.75,17.05,0.0
244,2.0,0.0,5.8,0.0
164,1.0,2.75,19.05,0.0
236,2.0,2.75,12.05,0.0
244,2.0,0.0,7.3,0.0
95,2.0,0.0,12.3,0.0
95,2.0,0.0,7.3,0.0
80,1.0,0.0,12.96,2.16
145,1.0,0.0,16.62,3.32
265,1.0,0.0,71.8,1.0
146,1.0,0.0,6.0,1.2
70,2.0,0.0,11.8,0.0
243,2.0,0.0,7.8,0.0
136,1.0,0.0,10.8,0.0
151,1.0,0.0,7.8,0.0
244,1.0,0.0,17.16,2.86
7,2.0,0.0,5.3,0.0
161,2.0,2.75,16.55,0.0
166,2.0,0.0,7.3,0.0
7,2.0,0.0,15.3,0.0
158,2.0,2.75,26.55,0.0
250,2.0,0.0,23.8,0.0
181,1.0,0.0,21.3,2.0
255,2.0,0.0,10.8,0.0
216,1.0,0.0,14.94,0.14
260,2.0,0.0,10.3,0.0
56,2.0,0.0,9.3,0.0
43,1.0,2.75,50.05,12.0
56,2.0,0.0,11.8,0.0
129,2.0,0.0,5.8,0.0
70,2.0,0.0,7.8,0.0
244,1.0,0.0,7.56,1.26
116,1.0,0.0,6.24,1.44
75,2.0,0.0,7.3,0.0
169,2.0,0.0,12.3,0.0
119,2.0,0.0,6.3,0.0
150,1.0,0.0,7.55,1.25
9,1.0,0.0,18.36,3.06
238,2.0,0.0,5.8,0.0
130,2.0,0.0,11.8,0.0
41,1.0,0.0,6.35,1.05
43,3.0,0.0,3.3,0.0
126,2.0,0.0,19.3,0.0
82,1.0,0.0,11.16,1.86
198,1.0,0.0,13.5,2.7
261,1.0,2.75,49.05,1.0
242,1.0,0.0,6.96,1.16
236,2.0,2.75,9.05,0.0
42,1.0,0.0,12.8,0.0
173,2.0,0.0,11.3,0.0
256,1.0,0.0,64.86,10.81
129,2.0,0.0,11.1,0.0
89,1.0,0.0,48.5,9.7
80,1.0,0.0,30.3,0.0
226,2.0,0.0,5.8,0.0
223,2.0,0.0,30.3,0.0
255,1.0,0.0,13.0,1.7
129,1.0,0.0,17.76,2.96
82,1.0,0.0,7.3,0.0
102,1.0,0.0,16.56,2.76
236,2.0,0.0,30.92,0.0
236,1.0,2.75,21.66,3.61
82,2.0,0.0,10.3,0.0
198,2.0,0.0,7.8,0.0
79,1.0,2.75,24.05,4.0
80,2.0,0.0,3.8,0.0
80,1.0,0.0,33.0,3.0
36,1.0,0.0,10.0,0.0
198,2.0,0.0,10.3,0.0
162,2.0,2.75,10.55,0.0
225,1.0,0.0,14.91,2.16
162,2.0,2.75,20.05,0.0
37,2.0,0.0,15.8,0.0
181,2.0,0.0,20.8,0.0
80,1.0,0.0,32.0,2.0
193,2.0,0.0,8.8,0.0
8,1.0,0.0,8.3,0.0
100,1.0,0.0,54.92,0.0
157,1.0,0.0,70.3,2.0
179,2.0,0.0,5.3,0.0
179,2.0,0.0,28.8,0.0
232,1.0,2.75,51.66,8.61
164,1.0,2.75,28.55,5.0
80,1.0,0.0,144.36,24.06
127,2.0,0.0,8.3,0.0
244,1.0,0.0,14.75,2.95
129,2.0,0.0,7.3,0.0
129,2.0,0.0,6.3,0.0
80,1.0,0.0,20.0,0.0
132,2.0,0.0,18.3,0.0
12,2.0,2.75,36.67,0.0
210,1.0,0.0,63.36,10.56
132,2.0,0.0,17.8,0.0
48,1.0,2.75,63.66,10.61
232,1.0,2.75,30.81,4.81
157,2.0,0.0,24.3,0.0
82,2.0,0.0,16.8,0.0
141,1.0,2.75,21.66,3.61
11,2.0,0.0,52.3,0.0
250,1.0,0.0,14.8,2.0
198,2.0,0.0,32.8,0.0
129,2.0,0.0,5.3,0.0
114,1.0,2.75,27.66,4.61
13,1.0,2.75,33.66,5.61
50,1.0,2.75,27.05,1.0
87,1.0,2.75,69.66,11.61
250,2.0,0.0,21.3,0.0
28,1.0,0.0,22.55,3.75
80,2.0,0.0,9.3,0.0
225,1.0,0.0,15.38,3.08
80,2.0,0.0,4.3,0.0
145,1.0,0.0,20.69,2.44
173,1.0,0.0,13.8,0.0
129,1.0,0.0,13.5,2.7
80,2.0,0.0,18.3,0.0
246,1.0,2.75,40.4,6.73
39,1.0,0.0,35.3,0.0
163,2.0,2.75,21.55,0.0
198,2.0,0.0,19.8,0.0
265,1.0,2.75,121.67,0.0
112,2.0,0.0,11.3,0.0
173,2.0,0.0,9.8,0.0
95,1.0,0.0,18.96,3.16
7,2.0,0.0,7.8,0.0
14,2.0,0.0,14.3,0.0
82,2.0,0.0,9.3,0.0
83,2.0,0.0,8.8,0.0
229,1.0,2.75,46.67,2.5
7,1.0,0.0,14.76,2.46
146,1.0,0.0,10.79,2.49
223,2.0,0.0,24.3,0.0
193,1.0,0.0,10.0,0.7
82,2.0,0.0,5.3,0.0
116,2.0,0.0,13.8,0.0
257,1.0,0.0,16.3,0.0
121,2.0,0.0,79.8,0.0
75,1.0,0.0,10.0,3.7
260,1.0,0.0,17.16,2.86
50,2.0,2.75,18.05,0.0
158,1.0,2.75,35.05,10.0
80,1.0,0.0,144.36,24.06
89,1.0,0.0,45.3,0.0
41,2.0,0.0,8.3,0.0
256,1.0,0.0,25.0,0.0
138,1.0,0.0,15.38,3.08
162,1.0,2.75,15.75,0.7
82,2.0,0.0,16.3,0.0
151,1.0,0.0,7.8,0.0
138,2.0,0.0,12.3,0.0
138,1.0,0.0,16.56,2.76
193,2.0,0.0,7.3,0.0
138,2.0,0.0,12.3,0.0
116,2.0,0.0,5.3,0.0
83,2.0,0.0,7.3,0.0
