DOLocationID,total_amount,fare_amount,trip_distance,tip_amount
159,11.3,8.5,1.4,1.0
182,8.19,4.5,0.59,1.89
182,6.88,5.0,0.65,0.08
235,20.75,15.5,3.5,3.45
208,11.76,8.0,1.84,1.96
169,15.3,12.5,2.5,1.0
168,12.96,9.0,2.02,2.16
69,13.55,9.5,2.2,2.25
200,24.72,16.0,4.84,4.12
182,9.0,5.0,0.66,2.2
248,14.31,12.5,2.72,0.01
208,33.36,26.0,8.98,5.56
119,14.31,8.5,2.18,2.06
119,21.62,15.5,4.46,4.32
242,9.36,6.0,0.86,1.56
94,20.69,14.5,3.91,2.44
69,9.12,5.5,0.76,1.82
168,14.8,11.5,2.88,1.5
69,20.0,16.0,3.55,2.2
242,10.79,7.0,0.89,2.49
20,10.56,7.5,1.09,1.76
241,25.1,23.0,6.72,0.8
69,8.76,6.0,1.02,1.46
182,25.0,20.5,6.4,3.2
220,23.76,18.5,5.34,3.96
208,88.3,50.0,14.49,37.0
168,9.49,6.0,1.14,2.19
168,11.44,7.5,1.6,2.64
18,47.9,32.5,11.18,7.98
247,20.5,20.0,2.93,0.5
212,36.36,30.0,0.11,6.06
168,13.0,11.0,2.81,0.7
220,29.75,23.5,6.1,4.95
168,13.56,10.0,2.47,2.26
60,42.05,37.0,12.14,1.0
182,32.16,25.5,8.56,5.36
18,9.36,6.5,1.11,1.56
167,23.3,21.0,6.72,1.0
69,6.24,3.5,0.4,1.44
247,19.75,14.5,3.97,3.95
235,13.1,11.0,2.81,0.8
147,15.8,13.5,3.42,1.0
213,18.0,15.0,5.13,1.7
241,17.8,14.5,3.93,2.0
69,19.56,15.0,4.0,3.26
213,21.19,15.0,5.01,4.89
168,11.6,8.5,1.98,1.8
235,17.16,13.0,3.7,2.86
182,9.3,8.0,0.06,1.0
69,20.76,16.0,3.73,3.46
235,13.56,10.5,2.21,2.26
242,7.8,6.0,1.3,1.0
240,16.56,13.0,3.7,2.76
47,12.88,9.5,2.09,2.58
31,28.56,23.0,6.5,4.76
235,10.38,7.5,1.61,2.08
159,7.55,5.5,1.0,1.25
247,10.56,8.0,1.67,1.76
159,12.8,10.0,2.3,2.0
136,20.3,17.5,5.69,2.0
242,33.36,27.0,9.03,5.56
242,11.76,9.0,1.98,1.96
167,13.3,10.5,2.62,2.0
213,10.71,6.5,1.29,1.46
159,6.0,5.0,0.8,0.2
200,15.6,11.0,2.87,1.0
247,7.82,6.0,0.89,1.02
167,46.22,33.5,11.67,5.8
51,31.0,27.0,9.33,3.2
20,15.8,13.0,2.95,2.0
168,23.31,17.0,4.28,3.56
167,20.0,14.5,3.42,4.7
174,20.0,18.0,5.67,1.2
167,6.3,3.5,0.26,2.0
119,12.36,9.5,1.97,2.06
241,11.3,6.5,1.06,4.0
136,22.3,20.5,5.21,1.0
119,10.56,8.0,1.68,1.76
208,35.16,28.5,9.63,5.86
20,13.56,10.5,1.82,2.26
213,8.16,6.0,0.93,1.36
69,13.8,12.0,2.33,1.0
94,16.75,9.0,1.4,5.0
185,10.8,8.5,2.23,1.5
168,11.0,8.5,1.64,1.7
247,5.38,3.5,0.32,1.08
69,12.25,9.0,2.14,2.45
235,18.8,15.5,4.26,2.0
69,10.8,8.5,1.84,1.0
169,24.8,21.5,5.6,2.0
241,26.8,22.5,7.39,3.0
247,6.0,4.0,0.63,0.7
213,20.76,16.0,4.42,3.46
69,15.3,12.0,2.58,2.0
242,10.79,7.0,1.39,2.49
119,11.76,8.5,1.99,1.96
69,12.96,9.5,2.06,2.16
168,25.8,22.5,7.81,2.0
136,29.8,26.5,8.4,2.0
169,16.56,12.5,2.23,2.76
119,10.75,7.0,1.5,2.45
119,5.76,3.5,0.37,0.96
119,13.3,11.0,2.88,1.0
250,7.56,5.0,0.82,1.26
182,8.16,5.5,0.92,1.36
3,36.95,29.5,10.1,6.15
208,45.38,45.0,0.07,0.08
182,6.8,4.5,0.6,1.0
168,25.1,13.5,4.18,4.18
182,23.3,19.0,5.73,3.0
167,15.3,13.0,3.18,1.0
147,17.4,15.0,3.73,1.1
208,95.8,54.5,16.21,40.0
168,12.36,9.0,1.7,2.06
185,16.56,12.5,3.69,2.76
167,11.3,9.0,2.04,1.0
168,8.31,7.0,1.5,0.01
213,8.1,6.0,1.13,0.8
247,43.06,40.0,10.82,0.01
167,15.36,11.5,2.67,2.56
213,9.49,6.0,1.07,2.19
78,13.11,8.0,1.63,1.86
136,19.56,15.0,4.37,3.26
47,11.76,8.5,2.0,1.96
69,17.64,15.5,3.0,0.84
119,13.3,10.5,2.53,2.0
182,11.76,9.0,2.44,1.96
47,21.5,20.0,6.21,0.7
235,11.8,10.0,2.58,1.0
247,13.5,10.0,2.38,2.7
185,22.5,20.0,4.0,2.2
185,39.39,29.5,9.46,9.09
168,13.5,10.0,2.69,2.7
247,6.36,4.5,0.77,1.06
168,12.8,10.5,2.0,1.5
60,9.96,8.0,0.14,1.66
81,46.82,35.5,12.7,4.4
185,26.31,25.5,8.24,0.01
20,32.88,25.5,6.37,6.58
168,53.56,40.0,13.34,4.69
18,7.56,5.5,0.72,1.26
220,26.16,21.0,6.68,4.36
167,8.8,3.0,0.1,5.0
168,19.88,15.5,3.64,1.63
220,27.8,23.0,6.65,4.0
182,17.16,13.5,3.81,2.86
3,38.3,32.5,11.08,5.0
247,15.96,12.5,2.56,2.66
169,21.96,17.5,5.34,3.66
248,25.8,21.0,6.94,4.0
247,9.3,6.5,1.3,1.0
247,9.96,7.5,1.58,1.66
159,15.5,13.0,3.44,1.7
168,6.96,5.0,0.89,1.16
51,42.36,34.5,12.2,7.06
247,9.68,8.0,1.68,0.88
168,20.91,15.0,3.51,3.16
168,9.95,7.0,1.6,1.65
200,60.0,45.0,15.12,7.58
168,9.49,6.0,1.29,2.19
247,12.3,9.0,1.96,2.0
185,30.95,24.5,6.9,5.15
200,29.3,25.0,7.21,3.0
247,11.31,6.5,1.0,1.56
247,11.0,7.5,1.7,2.2
126,25.56,20.0,5.85,4.26
168,12.88,9.0,1.85,2.58
3,35.76,28.5,9.85,5.96
159,11.3,9.0,2.21,1.0
248,5.76,3.5,0.39,0.96
60,25.56,20.0,6.0,4.26
69,19.56,15.0,3.13,3.26
220,19.8,17.5,6.0,1.0
241,25.3,22.5,6.74,2.0
69,64.94,46.07,14.61,10.5
60,55.25,35.0,10.35,8.38
168,14.16,11.0,1.63,2.36
18,14.8,12.0,2.36,2.0
69,19.1,14.5,2.8,3.8
69,15.3,12.5,2.04,2.0
126,19.56,15.5,3.99,3.26
185,12.25,9.0,2.05,2.45
69,49.86,38.0,12.46,8.31
182,6.95,5.0,0.6,1.15
235,14.3,8.5,1.42,5.0
136,19.3,16.5,4.7,2.0
168,14.75,11.0,2.08,2.95
168,14.0,12.5,2.5,0.7
47,20.76,16.5,3.4,3.46
168,12.88,9.5,1.94,2.58
168,13.5,10.0,1.8,2.7
220,10.38,7.5,1.69,2.08
69,11.16,8.5,1.9,1.86
168,7.4,6.5,1.22,0.1
220,98.33,67.0,19.96,22.69
167,14.16,11.0,2.3,2.36
69,12.8,11.0,3.1,1.0
168,9.8,7.0,1.32,2.0
126,31.1,19.0,13.92,5.18
241,29.76,24.0,7.34,4.96
174,25.56,20.5,6.45,4.26
254,9.96,7.5,1.66,1.66
168,24.75,21.0,6.3,0.2
168,12.5,11.5,2.21,0.2
220,20.75,13.0,3.66,4.15
168,22.56,18.0,5.0,3.76
126,21.96,17.5,3.93,3.66
58,18.75,15.5,3.8,2.45
208,93.3,53.5,17.05,39.0
126,18.91,18.0,4.94,0.11
60,19.8,18.0,5.71,1.0
247,18.08,16.0,3.78,1.28
242,13.56,10.5,2.12,2.26
220,34.12,26.5,7.43,6.82
242,17.3,13.5,3.77,3.0
69,8.4,6.5,1.3,1.1
94,23.75,18.0,3.7,3.95
174,9.96,8.0,0.79,1.66
254,16.94,14.0,1.83,1.14
18,26.15,20.0,4.3,4.35
213,10.56,7.0,1.38,1.76
69,17.8,13.0,3.73,3.0
159,16.56,12.0,1.86,2.76
242,9.96,6.5,0.85,1.66
247,17.76,13.0,3.37,2.96
208,14.8,13.0,1.71,1.5
182,7.3,4.5,0.73,1.0
168,11.76,8.0,1.57,1.96
168,14.3,11.0,2.88,1.5
174,21.19,13.0,3.85,4.44
60,9.8,6.0,0.97,2.0
136,10.56,7.0,1.18,1.76
247,15.36,11.0,2.39,2.56
159,13.56,10.0,2.49,2.26
169,18.59,13.0,3.49,4.29
168,11.34,9.5,2.0,0.54
200,62.92,50.5,18.13,5.0
167,20.16,15.5,3.86,3.36
208,6.0,3.5,0.47,1.2
213,8.19,5.0,0.9,1.89
212,9.96,8.0,0.04,1.66
18,18.36,14.0,4.13,3.06
159,6.24,3.5,0.38,1.44
126,18.8,16.5,4.85,1.0
247,17.76,13.5,3.95,2.96
200,12.96,9.5,2.33,2.16
208,82.8,42.5,14.03,39.0
248,26.76,21.0,6.79,4.46
250,26.8,23.5,8.14,2.0
200,14.04,9.5,2.47,3.24
18,48.42,35.0,12.36,6.0
18,22.31,21.5,6.2,0.01
168,23.0,22.0,2.1,1.0
69,16.3,12.5,3.54,3.0
69,6.4,5.5,0.54,0.1
159,16.3,11.5,2.26,4.0
168,12.96,10.0,1.51,2.16
69,10.55,8.0,1.5,1.75
235,11.3,7.5,1.41,3.0
247,10.4,8.5,1.8,1.1
247,17.6,15.0,3.82,1.8
242,6.0,4.0,0.51,1.2
159,13.56,10.5,1.82,2.26
182,8.3,4.5,0.55,3.0
169,21.62,16.5,4.34,4.32
31,41.99,31.5,10.43,9.69
182,5.8,4.0,0.5,1.0
182,5.8,4.0,0.52,1.0
185,11.76,9.0,1.84,1.96
168,9.36,7.0,1.32,1.56
168,26.8,15.0,4.14,11.0
168,13.3,11.5,2.24,1.0
247,21.0,16.0,3.88,4.2
136,28.34,21.0,6.6,6.54
174,34.3,31.5,10.58,2.0
242,12.96,10.0,1.72,2.16
220,104.18,71.5,19.92,24.04
168,16.0,14.5,2.87,0.7
200,23.8,21.0,6.37,2.0
200,12.3,9.5,2.1,2.0
247,40.8,18.0,2.06,22.0
220,19.92,13.0,4.05,3.32
159,16.56,13.0,2.85,2.76
136,27.96,22.5,6.3,4.66
168,9.95,7.5,1.6,1.65
168,8.84,6.0,0.83,2.04
167,20.16,16.0,3.47,3.36
58,18.75,15.5,3.8,2.45
247,64.86,50.5,16.71,10.81
220,26.6,20.5,6.0,5.3
247,8.19,5.5,1.08,1.89
51,41.3,36.5,12.7,4.0
168,15.3,13.0,3.2,1.5
119,19.25,11.5,1.71,4.0
60,32.15,25.0,6.1,5.35
168,17.76,13.0,1.44,2.96
208,92.3,54.5,15.33,36.0
220,19.92,12.0,3.66,3.32
168,10.14,6.0,0.93,2.34
168,14.15,10.0,1.4,2.35
213,11.76,8.0,1.53,1.96
220,29.5,19.0,6.0,5.9
182,7.31,5.5,0.87,0.01
119,18.8,15.0,3.73,2.0
159,13.5,9.0,1.86,2.7
235,23.79,16.5,4.83,5.49
78,17.75,13.0,3.4,2.95
220,27.0,17.0,4.48,5.4
208,12.96,9.0,1.94,2.16
208,14.76,10.5,3.18,2.46
208,10.56,7.0,1.58,1.76
167,14.3,11.5,2.3,1.0
200,24.0,18.0,5.62,1.4
168,13.8,11.0,2.12,1.0
51,30.0,27.5,9.1,0.7
168,8.84,5.0,0.79,2.04
168,13.5,9.0,2.22,2.7
242,29.3,26.5,9.0,1.0
200,54.35,43.0,13.73,4.0
168,9.96,7.0,1.37,1.66
69,16.03,11.5,2.53,1.28
241,29.3,24.0,7.25,4.0
182,8.19,5.0,0.59,1.89
18,7.88,5.0,0.79,1.58
200,33.72,24.0,7.82,5.62
168,15.36,11.5,2.61,2.56
168,20.8,18.5,0.01,2.0
69,55.06,52.0,13.42,0.01
220,19.6,13.0,4.04,2.5
126,24.96,19.5,6.01,4.16
220,28.1,20.0,6.46,4.0
94,18.31,17.0,5.1,0.01
220,26.52,18.0,5.99,4.42
174,27.8,24.5,7.75,2.0
60,23.16,18.0,5.34,3.86
168,11.76,8.5,2.35,1.96
220,29.44,21.5,6.37,3.84
167,13.31,12.0,3.03,0.01
69,14.16,10.5,2.99,2.36
119,7.88,5.0,0.66,1.58
208,94.3,53.0,16.2,40.0
185,14.76,12.0,1.55,2.46
169,17.16,13.0,3.99,2.86
220,19.8,17.5,5.8,1.0
69,38.3,24.5,7.88,6.38
168,15.96,12.0,3.42,2.66
69,12.36,10.0,0.01,2.06
47,5.76,4.0,0.56,0.96
20,14.3,11.5,3.32,2.0
69,51.9,33.0,8.43,11.98
51,41.3,35.5,11.67,5.0
242,41.16,33.5,9.6,6.86
247,48.66,37.0,13.08,8.11
47,17.76,14.0,3.41,2.96
136,28.99,21.5,6.53,6.69
69,13.0,9.5,1.48,2.7
169,22.88,17.5,4.27,4.58
69,14.76,11.5,2.2,2.46
212,6.96,5.0,0.59,1.16
69,15.36,12.0,3.66,2.56
220,17.3,14.5,3.61,2.0
247,12.36,9.5,1.71,2.06
169,19.24,14.0,4.02,4.44
69,14.0,12.0,2.42,1.2
126,8.16,6.0,0.67,1.36
168,14.1,10.5,2.4,2.8
69,19.85,14.5,3.0,4.55
69,25.9,14.0,3.56,11.1
220,22.62,14.5,4.24,4.52
168,16.56,13.0,2.57,2.76
168,11.3,8.5,2.16,2.0
20,29.52,26.5,9.2,2.22
247,12.36,9.5,1.75,2.06
247,15.36,12.0,2.46,2.56
18,15.36,12.0,2.31,2.56
200,34.92,25.5,7.86,5.82
247,9.36,7.0,1.33,1.56
167,12.36,9.5,1.64,2.06
60,33.96,27.5,8.29,5.66
167,20.38,15.5,3.46,4.08
242,26.3,25.0,0.07,1.0
168,15.3,13.5,3.1,1.0
69,10.3,8.5,1.94,1.0
20,7.56,5.5,0.59,1.26
208,74.6,52.5,17.89,12.43
69,7.8,5.0,0.87,2.0
20,15.51,10.5,1.89,2.26
220,19.0,14.0,4.19,1.4
220,20.52,13.5,3.79,3.42
136,31.55,25.5,6.5,5.25
168,27.04,20.0,5.7,6.24
220,13.8,12.0,1.56,1.0
168,22.3,19.5,3.71,2.0
51,17.02,14.0,3.6,2.22
169,27.96,21.5,5.44,4.66
69,8.8,5.0,0.59,2.0
247,24.36,18.5,4.5,4.06
200,13.53,10.5,2.17,1.23
248,35.0,30.5,7.4,2.7
247,21.19,14.5,3.25,4.89
241,31.62,23.5,5.05,6.32
248,26.16,20.0,5.36,4.36
182,6.82,5.0,0.72,0.02
208,14.76,10.5,3.09,2.46
242,9.96,6.5,0.85,1.66
208,96.3,56.5,15.66,38.0
159,13.3,10.5,1.71,1.0
213,7.55,5.5,1.0,0.25
247,13.3,10.5,2.7,1.0
213,8.76,5.5,0.91,1.46
185,27.36,21.0,5.84,4.56
47,20.3,16.5,3.82,2.0
182,8.8,6.0,1.1,1.0
168,8.16,5.0,0.94,1.36
208,6.96,4.0,0.44,1.16
18,7.56,4.5,0.61,1.26
242,23.76,18.0,4.64,3.96
208,14.76,10.5,2.94,2.46
168,17.76,13.0,2.94,2.96
182,11.15,7.5,0.8,1.85
213,28.75,23.0,6.15,2.0
213,12.88,9.0,1.85,2.08
94,22.31,20.5,5.82,0.01
247,9.8,7.0,1.3,1.0
69,13.39,8.5,3.09,3.09
159,15.99,10.5,2.11,3.69
94,29.12,21.5,6.64,5.82
69,33.51,24.5,5.53,5.26
247,13.8,10.0,2.09,2.0
247,6.85,3.5,0.5,1.55
168,16.64,11.0,2.29,3.84
247,9.96,7.0,1.39,1.66
136,30.3,24.0,6.44,5.0
248,6.36,4.0,0.5,1.06
220,20.6,14.0,4.17,2.5
247,10.0,8.0,1.63,0.7
213,7.85,6.5,1.27,0.05
247,8.5,5.5,0.98,1.7
69,12.0,9.0,2.2,1.7
220,28.1,20.0,6.5,4.0
136,13.3,11.0,2.24,2.0
119,57.5,40.5,14.83,9.58
69,19.0,14.5,3.43,3.2
213,9.12,6.0,1.07,1.82
169,9.96,8.0,0.01,1.66
18,18.36,14.0,4.51,3.06
51,19.8,16.5,5.57,2.0
182,6.8,4.5,0.59,1.0
159,12.96,9.5,2.36,2.16
69,10.08,2.5,0.01,6.78
241,9.35,7.0,1.3,1.55
94,17.76,14.0,2.96,2.96
168,15.96,12.5,2.67,2.66
213,22.56,18.0,5.65,3.76
47,20.16,16.0,3.7,3.36
159,9.96,7.5,1.21,1.66
69,15.8,13.0,2.17,2.0
159,14.76,11.5,1.82,2.46
159,9.96,7.5,1.05,1.66
247,14.8,13.0,1.95,1.0
241,51.65,34.5,12.15,8.28
248,43.3,2.5,0.09,40.0
159,14.69,10.5,2.2,3.39
247,17.16,14.0,2.23,2.86
168,11.15,8.5,1.2,1.85
159,15.35,12.0,2.9,2.55
169,25.38,19.5,4.98,5.08
69,18.96,15.0,2.59,3.16
20,16.0,15.0,3.15,0.2
94,30.0,26.0,5.91,3.2
212,6.3,4.5,0.53,1.0
136,30.3,21.5,6.37,8.0
159,17.76,14.0,2.65,2.96
47,10.3,8.0,1.1,1.0
168,12.0,11.0,2.6,0.2
168,11.38,10.5,2.54,0.08
147,17.8,16.5,1.94,1.0
174,19.3,14.5,4.3,4.0
167,22.8,20.0,5.81,2.0
208,30.36,24.5,7.95,5.06
31,17.16,13.5,3.01,2.86
159,7.8,5.0,0.9,2.0
78,22.3,19.5,5.27,2.0
241,27.36,22.0,6.92,4.56
126,20.1,17.5,4.86,1.8
247,6.96,5.0,0.93,1.16
58,19.9,16.5,3.8,2.6
78,16.97,13.5,3.1,0.72
248,6.35,4.5,0.6,1.05
183,31.0,27.5,9.18,2.7
168,15.38,11.5,2.03,3.08
247,24.0,21.5,3.88,0.7
119,8.76,5.5,0.97,1.46
247,8.3,5.5,0.87,1.0
18,26.31,18.5,4.92,4.06
208,17.29,11.5,2.8,3.99
20,20.8,14.0,3.3,5.0
250,9.12,5.5,1.09,1.82
69,18.23,13.0,2.38,1.48
182,8.76,7.0,0.05,1.46
242,32.18,28.5,9.05,1.88
119,12.36,8.5,1.5,2.06
159,17.8,14.0,3.0,2.0
250,7.56,4.5,0.68,1.26
213,9.36,6.0,0.86,1.56
51,37.5,32.5,9.68,3.2
119,17.76,13.0,2.87,2.96
60,23.3,19.5,5.59,2.0
182,29.76,23.0,7.3,4.96
241,35.91,26.5,5.8,5.66
168,19.56,15.0,2.61,3.26
200,35.8,29.5,10.4,5.0
168,25.11,18.0,5.54,3.86
167,15.96,12.0,2.64,2.66
58,8.5,5.5,1.0,1.7
182,7.88,5.0,0.79,1.58
235,19.3,17.0,5.45,1.0
168,6.36,4.0,0.59,1.06
182,7.3,5.0,0.72,1.0
69,15.99,11.0,2.25,3.69
169,22.56,17.5,4.04,3.76
241,14.16,10.5,7.14,2.36
182,7.56,5.0,0.88,1.26
147,10.0,8.0,1.66,0.7
220,20.6,13.5,4.12,3.0
220,42.36,35.0,8.85,7.06
168,7.8,5.5,0.91,1.0
167,9.96,7.0,1.17,1.66
220,35.3,29.0,9.85,5.0
168,11.76,8.5,1.85,1.96
167,12.96,9.5,2.2,2.16
69,14.16,10.5,2.99,2.36
119,24.12,20.0,6.82,2.82
241,23.79,17.0,5.58,5.49
136,23.3,20.0,6.39,2.0
167,24.8,22.5,6.79,1.0
200,33.88,23.0,8.19,6.78
168,32.92,23.5,6.23,2.0
182,6.3,4.0,0.64,1.0
168,10.56,7.5,1.51,1.76
69,7.8,5.5,1.16,1.0
126,20.8,16.5,5.17,3.0
213,7.8,5.5,1.15,1.0
159,11.76,8.5,1.97,1.96
69,13.0,8.5,3.08,3.2
159,12.36,9.0,1.91,2.06
159,6.36,4.5,0.57,1.06
69,13.5,10.0,2.06,2.7
168,12.36,9.5,2.0,2.06
259,42.96,35.0,11.86,7.16
69,20.16,16.0,3.04,3.36
32,16.45,13.5,3.4,2.15
69,16.3,12.5,3.44,3.0
168,9.49,6.5,1.31,2.19
69,14.0,11.0,1.64,1.7
159,12.05,9.5,1.4,1.75
248,24.88,24.0,5.57,0.08
220,24.8,20.5,5.9,3.5
247,11.3,9.5,1.64,1.0
168,17.0,13.5,2.46,2.7
168,50.52,33.5,11.87,10.1
208,12.3,9.5,2.29,2.0
126,36.42,27.5,8.7,2.0
167,20.0,18.0,3.78,1.2
69,13.55,10.5,2.1,2.25
69,14.0,11.0,1.73,2.2
212,6.96,5.0,0.59,1.16
247,6.24,4.0,0.61,1.44
247,11.3,9.5,1.88,1.0
241,24.92,24.0,7.4,0.12
168,11.75,9.0,2.0,1.95
182,8.0,7.0,0.05,0.7
168,17.25,13.0,2.7,3.45
168,10.55,8.0,1.4,1.75
247,11.76,9.0,1.57,1.96
169,26.0,20.0,4.35,5.2
159,22.56,18.0,3.69,3.76
242,12.36,9.5,2.07,2.06
247,10.8,9.0,1.55,1.0
183,46.15,30.0,10.0,9.23
168,8.76,6.5,1.12,1.46
250,12.96,10.0,2.15,2.16
247,11.76,9.0,1.64,1.96
200,34.3,25.0,7.8,5.7
60,21.8,19.0,5.05,2.0
69,29.9,18.0,5.31,4.98
242,15.6,13.0,3.51,2.6
126,36.5,23.5,7.21,6.08
212,24.3,21.5,7.02,2.0
69,18.36,14.5,3.06,3.06
250,8.3,6.5,1.09,1.0
200,32.6,24.5,8.14,4.5
168,19.8,4.0,0.65,15.0
126,28.3,12.5,1.42,15.0
200,33.15,23.0,7.8,6.6
