DOLocationID,total_amount,fare_amount,trip_distance,tip_amount
264,8.0,7.0,0.02,0.7
264,9.49,7.0,0.01,2.19
264,48.06,36.5,10.17,8.01
264,11.76,9.0,1.84,1.96
264,81.62,65.0,0.02,16.32
265,64.31,63.5,15.1,0.01
264,14.46,8.5,1.53,2.41
265,83.46,57.5,12.07,13.91
264,26.39,20.0,5.13,6.09
264,47.8,40.0,14.01,7.0
265,45.36,36.0,9.46,7.56
265,40.8,37.0,12.16,2.0
264,21.65,13.5,2.9,3.6
265,36.96,29.5,8.93,6.16
264,9.36,6.5,1.49,1.56
265,48.96,39.5,14.07,8.16
265,89.16,73.0,16.59,14.86
264,40.3,35.0,0.02,5.0
265,32.76,26.5,7.9,5.46
264,12.36,9.5,2.08,2.06
264,8.3,2.5,0.01,5.0
265,30.36,25.0,1.86,5.06
264,41.01,28.0,8.64,9.46
265,43.26,25.0,8.08,3.76
265,43.29,32.5,9.06,9.99
265,34.8,29.0,9.5,5.0
264,13.56,10.5,2.3,2.26
264,45.3,40.0,0.04,5.0
265,30.3,28.5,8.55,1.0
265,33.8,29.5,9.84,3.0
265,27.36,21.5,7.08,4.56
265,200.46,155.0,19.95,33.41
264,9.96,8.0,0.02,1.66
265,84.89,64.0,21.65,19.59
265,91.3,79.0,0.43,12.0
265,104.46,83.0,30.73,17.41
265,77.15,63.5,22.1,12.85
264,15.18,14.0,0.01,0.88
264,3.81,3.0,0.2,0.01
264,25.31,25.0,0.04,0.01
264,33.41,32.0,0.02,1.11
265,63.44,48.0,11.58,14.64
265,100.8,95.0,22.18,5.0
264,41.99,32.0,0.02,9.69
265,21.91,20.0,5.34,1.11
264,11.0,9.7,0.02,1.0
265,23.5,18.0,4.77,4.7
265,97.86,69.0,25.65,16.31
265,39.36,32.0,8.51,6.56
265,87.3,80.5,19.37,5.0
264,65.3,40.0,0.08,25.0
265,50.16,40.0,11.66,8.36
264,14.3,11.5,2.22,1.0
264,8.4,7.0,0.01,1.1
265,40.3,25.0,18.73,15.0
264,11.16,9.0,0.04,1.86
264,14.76,12.0,0.01,2.46
264,6.5,5.0,0.01,1.5
264,19.56,16.0,0.02,3.26
264,43.3,40.0,0.04,3.0
264,12.36,10.0,0.01,2.06
265,127.3,121.5,46.42,5.0
265,128.76,106.5,24.06,21.46
265,27.96,22.5,7.21,4.66
264,11.3,10.0,0.01,1.0
264,14.0,12.0,0.03,2.0
264,17.76,14.0,3.15,2.96
264,85.3,80.0,7.63,5.0
264,45.35,36.5,13.5,7.55
264,16.64,11.5,3.14,3.84
264,15.95,12.0,2.6,2.65
264,14.69,10.0,2.09,3.39
264,11.0,7.5,1.71,2.2
264,8.38,6.0,0.89,1.08
265,43.75,30.0,5.1,2.0
264,14.15,10.5,2.4,2.35
265,116.46,85.0,0.01,19.41
265,84.96,69.5,21.16,14.16
265,50.16,40.5,13.94,8.36
264,14.76,12.0,0.21,2.46
265,101.1,95.8,0.43,5.0
265,157.32,112.5,39.96,26.22
264,48.36,40.0,0.04,8.06
264,120.36,100.0,7.71,20.06
265,74.05,70.0,15.22,1.0
264,7.56,6.0,0.01,1.26
265,39.96,32.5,11.51,6.66
264,85.56,71.0,0.01,14.26
265,203.46,157.0,32.16,33.91
265,30.06,10.5,2.9,5.01
264,13.53,11.5,3.3,1.23
264,48.42,40.05,0.01,8.07
264,10.38,8.0,0.02,2.08
264,20.3,17.0,4.28,2.5
264,4.29,2.5,0.02,0.99
264,54.36,45.0,0.02,9.06
264,39.3,35.0,6.72,4.0
265,39.8,33.5,10.87,5.5
264,9.49,7.0,0.01,2.19
264,44.12,35.0,0.02,8.82
265,29.16,23.5,6.51,4.86
264,6.8,2.5,0.01,3.0
264,15.36,11.5,2.74,2.56
265,42.75,30.0,4.2,1.0
265,38.1,33.0,11.8,1.0
265,60.84,46.0,11.91,14.04
265,35.8,30.0,9.56,5.0
265,48.35,39.5,10.4,8.05
264,14.4,12.0,0.03,2.4
264,19.86,13.0,3.13,3.31
265,115.69,80.5,23.66,23.14
265,37.56,29.5,10.33,6.26
264,90.3,80.0,0.04,10.0
264,36.0,30.0,6.34,6.0
264,47.55,40.0,13.73,3.5
264,12.36,10.0,0.01,2.06
265,38.3,33.5,7.45,4.0
264,31.86,23.0,5.86,5.31
265,21.96,18.0,0.01,3.66
265,64.5,48.0,12.36,12.9
265,116.09,88.5,21.06,26.79
265,72.55,50.5,11.4,10.0
265,161.15,133.5,29.4,26.85
265,61.26,39.0,5.78,10.21
264,59.28,48.0,13.37,7.73
264,12.8,12.0,0.04,0.5
265,66.12,50.5,12.59,11.02
264,14.75,9.5,1.87,0.7
265,34.56,27.5,9.17,5.76
264,12.96,9.5,1.79,2.16
264,20.3,12.0,0.26,8.0
265,32.8,30.5,7.57,1.0
264,12.8,2.5,0.04,9.0
265,30.96,25.0,8.48,5.16
264,8.0,7.0,0.11,0.7
265,63.56,49.5,0.17,0.01
265,41.3,39.5,12.65,1.0
265,44.3,38.5,11.42,5.0
264,36.05,28.5,7.9,4.0
265,41.3,38.0,10.63,2.5
264,108.36,90.0,0.01,18.06
264,22.3,20.0,0.18,2.0
265,41.76,33.0,9.11,6.96
264,12.36,10.0,0.01,2.06
265,48.96,39.5,12.04,8.16
265,101.3,75.0,22.27,25.0
265,46.2,24.5,6.04,4.4
264,29.46,21.0,4.93,4.91
264,3.38,2.5,0.02,0.08
265,12.36,9.5,2.04,2.06
264,18.66,12.0,2.95,3.11
265,60.8,35.5,7.6,8.0
265,105.92,89.0,34.13,10.0
265,32.76,26.5,8.96,5.46
264,6.62,5.0,0.01,1.32
264,12.85,9.5,1.1,2.55
264,12.3,9.0,1.78,1.5
264,17.3,12.0,0.02,5.0
264,42.36,35.0,13.11,7.06
264,15.96,11.5,2.26,2.66
265,38.16,30.0,10.32,6.36
264,27.8,25.5,7.26,1.0
264,10.8,2.5,0.01,7.0
265,129.96,93.5,12.58,21.66
265,139.65,125.0,16.09,0.15
265,92.69,55.5,19.95,21.39
264,8.76,7.0,0.01,1.46
265,52.8,43.5,15.5,8.0
265,11.44,8.0,1.88,2.64
264,9.55,7.0,0.11,2.25
265,39.3,36.5,9.39,2.0
265,14.76,11.5,2.61,2.46
264,11.16,9.0,0.02,1.86
265,27.8,23.0,7.97,4.0
264,31.3,26.0,0.02,5.0
264,9.96,8.0,0.01,1.66
265,39.96,32.5,10.51,6.66
265,106.01,69.0,15.59,24.46
265,70.15,58.5,19.5,8.9
265,49.56,41.0,6.01,8.26
264,16.85,12.5,2.23,0.8
265,50.02,41.0,8.6,6.27
265,40.56,33.0,9.97,6.76
265,103.8,92.0,18.64,10.0
265,81.96,66.5,17.03,13.66
265,51.62,40.0,13.45,10.32
265,40.8,37.5,12.13,2.0
265,66.14,45.0,10.56,7.09
265,38.31,30.0,0.43,6.06
265,66.35,54.0,15.9,11.05
264,16.92,13.8,0.3,2.82
265,55.85,50.0,17.86,5.55
265,85.3,74.0,19.13,10.0
265,128.85,120.0,13.07,5.8
264,115.56,96.0,0.01,19.26
265,43.29,32.5,8.97,9.99
265,66.81,41.5,8.41,10.81
264,15.36,12.0,2.77,2.56
265,70.69,42.5,7.1,14.14
265,87.36,72.0,17.72,14.56
265,51.3,45.5,11.54,5.0
265,29.12,22.0,7.36,5.82
264,45.3,40.0,0.04,5.0
265,23.8,10.5,0.11,12.0
265,80.8,69.5,21.09,10.0
264,35.38,35.0,0.01,0.08
265,28.32,27.5,9.47,0.02
265,63.34,46.0,16.04,8.47
264,15.8,2.5,0.26,12.0
264,13.8,11.5,2.95,1.0
265,48.36,40.0,12.7,8.06
264,15.31,15.0,0.01,0.01
264,41.99,32.0,0.01,9.69
265,54.36,44.5,15.27,9.06
265,26.15,21.0,7.2,4.35
265,104.3,80.0,26.7,17.38
264,12.88,9.5,2.07,2.58
264,7.3,2.5,0.01,4.0
264,12.36,10.0,0.04,2.06
265,45.36,36.0,12.52,7.56
264,7.56,5.0,0.88,1.26
265,38.16,30.5,9.73,6.36
264,8.76,7.0,0.04,1.46
265,31.56,25.5,8.26,5.26
265,73.05,48.5,11.54,10.0
265,12.96,10.0,2.7,2.16
265,92.8,82.0,19.18,10.0
264,70.7,52.0,18.29,11.78
264,11.3,10.0,0.01,1.0
265,31.8,29.0,9.6,2.0
265,40.11,31.0,9.11,6.36
265,44.1,25.0,2.9,7.35
265,33.96,27.5,8.92,5.66
265,24.81,23.0,7.43,0.01
265,86.87,64.5,21.7,14.45
265,35.8,33.0,9.05,1.0
264,27.69,19.5,4.65,6.39
264,14.91,9.0,1.3,1.36
265,43.8,41.0,14.16,1.0
265,41.76,33.5,10.32,6.96
264,40.31,40.0,0.01,0.01
264,13.86,7.5,1.38,2.31
264,15.8,13.5,3.25,1.0
265,48.36,39.0,14.01,8.06
265,77.09,58.5,15.03,17.79
265,54.36,45.0,18.89,9.06
265,34.56,28.0,9.3,5.76
265,43.78,34.5,12.2,3.53
265,134.87,105.5,30.3,22.45
265,68.76,56.5,13.16,11.46
265,53.82,46.0,15.9,7.02
265,60.3,39.0,11.94,6.0
264,27.05,19.5,5.8,4.0
264,9.35,6.0,0.8,1.55
265,49.93,32.0,4.61,2.88
264,24.3,20.0,0.01,4.0
265,112.05,81.5,29.93,15.0
264,21.62,16.0,4.17,4.32
265,140.3,99.0,26.1,40.0
264,9.35,7.0,1.3,1.55
265,83.17,42.5,14.9,20.0
264,98.3,91.0,0.01,7.0
264,36.06,26.5,7.44,6.01
264,6.6,2.5,0.01,3.3
264,27.95,22.5,5.2,4.65
265,42.25,33.0,7.88,8.45
265,35.8,30.0,9.0,5.0
264,42.36,35.0,0.02,7.06
264,45.96,37.5,9.73,7.66
264,12.31,10.5,2.21,0.01
265,32.16,25.0,7.44,5.36
265,47.16,38.0,9.44,7.86
264,23.1,19.0,4.86,2.8
264,15.3,10.0,0.01,5.0
265,153.8,122.5,33.5,30.0
264,18.75,15.0,0.04,3.75
265,57.8,47.0,16.26,10.0
264,6.89,5.0,0.25,1.59
265,59.63,41.5,8.39,3.58
265,36.8,35.0,10.26,1.0
264,39.55,31.0,9.2,5.0
265,61.92,52.0,19.48,3.0
264,6.36,5.0,0.02,1.06
264,9.25,8.0,0.01,1.25
265,40.3,37.5,12.51,2.0
265,33.96,27.5,8.92,5.66
265,46.62,26.0,8.29,9.32
264,29.15,23.5,6.0,4.85
264,48.36,40.0,0.02,8.06
264,11.3,8.5,1.48,1.0
265,24.36,20.0,5.83,4.06
264,42.36,35.0,0.27,7.06
264,12.36,10.0,0.01,2.06
264,50.38,40.0,0.02,10.08
265,30.36,24.0,8.3,5.06
264,12.36,10.0,0.02,2.06
265,132.0,110.0,27.74,22.0
264,11.3,8.5,2.4,1.5
264,48.36,40.0,0.01,8.06
265,85.3,75.0,0.17,10.0
264,8.19,6.0,0.02,1.89
264,15.37,15.0,0.03,0.07
264,48.36,40.0,0.02,8.06
264,8.18,6.5,1.03,0.88
264,24.36,20.0,0.24,4.06
264,19.0,14.0,3.69,1.45
265,71.76,59.0,20.38,11.96
264,18.19,11.0,2.55,3.64
265,31.56,25.5,8.38,5.26
265,140.46,103.0,36.6,31.96
265,92.88,73.5,18.62,18.58
265,63.36,52.0,18.42,10.56
265,144.36,120.0,23.07,24.06
264,10.3,2.5,0.08,7.0
264,21.36,16.5,3.43,3.56
264,6.36,5.0,0.02,1.06
265,90.0,75.0,1.64,15.0
265,50.76,41.0,12.14,8.46
265,30.36,24.0,7.23,5.06
264,106.62,85.0,0.01,21.32
265,162.95,134.5,32.9,27.15
265,38.76,32.0,9.13,6.46
264,12.88,10.0,0.04,2.58
264,16.8,12.0,2.5,3.5
264,22.5,20.0,0.33,2.2
264,8.15,6.0,1.0,1.35
264,17.85,13.5,3.1,3.55
265,52.06,26.0,8.43,11.56
265,51.96,42.5,14.36,8.66
264,16.3,15.0,0.12,1.0
264,15.1,12.8,0.01,2.0
264,15.38,11.5,1.99,3.08
264,19.26,12.0,2.8,3.21
264,12.96,9.5,1.71,2.16
265,58.3,52.5,14.01,5.0
264,8.76,6.5,1.0,1.46
264,10.56,8.0,1.28,1.76
265,80.76,66.5,16.1,13.46
264,6.8,5.0,0.68,1.0
264,13.8,12.0,0.3,1.5
265,42.36,33.5,9.15,7.06
265,57.83,34.5,11.43,5.08
264,36.36,30.0,0.01,6.06
264,6.85,4.0,0.7,1.55
265,70.56,43.0,14.96,11.76
264,30.36,25.0,0.01,5.06
264,8.3,7.0,0.17,1.0
264,12.66,7.0,1.3,2.11
264,46.3,40.0,0.04,6.0
264,12.35,9.5,2.0,2.05
265,114.3,80.5,22.1,10.0
264,13.56,9.5,1.71,2.26
264,16.3,13.0,3.1,2.0
264,9.96,8.0,0.01,1.66
265,198.06,162.0,26.62,33.01
265,40.56,32.5,9.11,6.76
265,52.68,21.0,6.35,15.88
264,9.0,8.0,0.01,0.7
265,50.16,40.5,11.45,8.36
264,18.06,11.0,2.57,3.01
264,12.25,8.5,1.91,2.45
265,97.26,76.5,28.64,8.39
265,39.3,33.5,7.45,5.0
264,55.3,40.0,0.04,15.0
265,37.44,28.0,9.19,8.64
264,9.35,7.0,1.1,1.55
264,16.56,13.0,3.58,2.76
265,53.69,26.0,6.83,12.39
265,54.12,40.5,14.17,9.02
265,61.3,54.5,13.66,5.0
265,42.36,34.0,9.34,7.06
265,42.96,34.5,10.03,7.16
265,31.7,29.5,10.03,0.9
264,21.8,18.5,6.0,2.5
264,34.06,33.75,0.01,0.01
264,21.29,20.0,0.04,0.99
264,80.16,46.0,16.24,13.36
264,8.1,7.0,0.01,0.8
265,53.8,43.0,14.7,10.0
264,19.03,13.0,2.55,2.48
264,11.3,10.0,0.02,1.0
265,115.26,93.0,17.07,19.21
264,12.36,10.0,0.04,2.06
265,42.35,33.5,10.2,7.05
265,45.36,36.0,12.01,7.56
264,8.16,5.0,0.71,1.36
265,45.36,36.0,9.23,7.56
264,20.31,20.0,0.01,0.01
265,33.8,30.5,10.6,2.0
264,15.3,12.0,2.78,2.0
265,147.66,120.0,29.27,24.61
264,20.8,17.5,5.8,2.0
265,117.96,97.0,23.04,19.66
265,20.16,15.5,4.31,3.36
264,27.45,21.5,5.53,2.4
265,38.76,31.5,10.47,6.46
264,12.36,10.0,0.01,2.06
265,25.11,18.5,6.28,3.86
265,30.72,22.0,6.32,5.12
265,38.3,17.5,4.76,20.0
265,62.3,60.0,5.68,2.0
265,102.36,85.0,14.77,17.06
264,70.42,52.0,18.04,7.0
265,44.3,39.5,11.6,3.0
265,39.3,35.5,12.3,2.0
265,70.26,46.0,7.92,11.71
264,9.36,6.5,1.2,1.56
264,15.1,13.8,0.01,1.0
265,124.29,95.0,22.96,5.0
265,163.05,150.0,26.09,10.0
265,35.1,30.0,14.87,4.8
264,8.76,6.0,1.0,1.46
265,21.85,21.0,0.5,0.05
265,9.8,5.5,1.2,3.0
264,14.76,12.0,0.01,2.46
264,3.96,2.5,7.39,0.66
265,155.76,129.0,30.75,25.96
265,63.51,34.0,8.44,10.26
264,45.3,35.0,0.02,10.0
265,29.16,23.5,6.37,4.86
265,80.3,70.5,16.87,9.0
265,95.76,79.0,19.53,15.96
265,79.56,61.5,14.18,13.26
264,24.36,20.0,0.04,4.06
265,50.46,27.5,6.17,8.41
264,15.99,12.0,0.01,3.69
264,27.37,17.5,5.48,6.32
264,15.96,13.0,0.12,2.66
265,31.56,25.5,6.35,5.26
265,128.15,80.5,23.85,21.36
264,4.29,2.5,0.12,0.99
264,12.36,10.0,0.04,2.06
264,7.55,5.0,0.8,1.25
264,7.5,5.0,0.71,1.2
265,67.3,65.0,10.87,2.0
264,7.56,6.0,0.01,1.26
264,41.3,40.0,0.01,1.0
264,4.94,2.5,0.02,1.14
265,130.31,130.0,33.54,0.01
265,5.0,0.0,6.2,5.0
265,20.16,15.5,4.01,3.36
265,90.3,85.0,14.26,5.0
264,12.8,11.0,3.05,1.0
264,57.3,52.0,0.04,5.0
264,65.31,52.0,0.01,10.56
264,30.3,25.0,0.02,5.0
265,73.6,71.0,17.94,1.8
264,9.18,2.5,0.02,5.88
264,13.55,10.5,2.7,2.25
265,29.76,24.0,6.74,4.96
265,24.8,21.5,6.1,2.0
264,10.0,8.3,0.01,1.4
265,57.96,47.0,17.47,9.66
264,15.96,13.0,0.04,2.66
265,63.44,47.5,14.78,14.64
264,8.76,7.0,0.01,1.46
265,81.42,70.0,29.53,5.0
