DOLocationID,total_amount,fare_amount,trip_distance,tip_amount
138,15.36,12.0,3.54,2.56
138,14.04,10.0,2.83,3.24
138,18.36,14.5,3.54,3.06
132,56.62,45.0,26.58,11.32
132,70.7,52.0,16.64,11.78
138,44.91,35.0,11.28,7.16
138,35.9,23.0,7.44,5.98
138,18.96,15.0,3.77,3.16
138,14.16,11.0,3.06,2.36
132,20.76,16.5,5.28,3.46
138,41.3,27.5,8.57,6.88
132,51.8,43.0,12.72,8.0
138,15.96,12.5,3.7,2.66
132,20.76,16.5,5.32,3.46
138,20.24,16.5,3.44,2.94
138,22.52,20.0,3.18,2.22
132,44.16,36.0,11.03,7.36
132,66.05,46.5,17.12,10.68
138,27.25,20.5,7.27,5.45
132,73.65,52.0,17.25,14.73
138,15.8,12.5,3.65,2.0
132,41.3,39.0,14.3,1.0
138,19.12,14.0,3.83,3.82
138,16.56,13.0,4.02,2.76
132,70.7,52.0,17.16,11.78
132,51.63,40.5,15.0,10.33
138,22.25,17.0,4.78,4.45
138,15.35,12.0,3.5,2.55
138,15.96,12.5,3.33,2.66
1,145.0,80.5,23.85,33.46
132,87.6,73.0,20.19,14.6
138,18.1,14.5,3.77,2.8
138,27.36,22.0,7.41,4.56
138,44.16,36.0,12.21,7.36
138,31.77,20.0,6.02,4.85
138,21.36,17.0,5.49,3.56
132,70.7,52.0,18.82,11.78
138,15.38,11.5,3.08,3.08
138,15.87,13.0,3.64,2.07
138,36.42,25.5,7.69,4.0
132,70.0,52.0,18.3,11.08
138,32.91,23.0,7.63,2.99
138,40.82,33.0,10.82,5.07
138,29.92,19.5,6.68,3.5
138,40.07,26.5,8.1,6.65
138,14.15,11.0,3.2,2.35
132,63.95,52.5,19.5,10.65
138,17.88,13.5,4.02,3.58
138,42.36,34.5,11.76,7.06
138,37.7,24.5,7.73,6.28
132,52.56,43.0,13.46,8.76
138,31.1,19.0,6.19,5.18
138,40.85,25.5,8.6,6.48
132,63.92,52.0,20.3,5.0
132,27.36,22.0,7.49,4.56
138,34.7,22.0,7.01,5.78
138,37.7,24.5,7.79,6.28
138,38.5,30.0,10.35,7.7
138,44.75,26.0,7.49,9.88
138,18.36,14.5,3.47,3.06
138,14.12,10.5,2.55,2.82
138,26.16,21.0,7.17,4.36
138,31.42,19.5,6.81,5.0
138,12.36,11.5,3.25,0.06
138,57.96,47.5,16.16,9.66
138,40.7,27.0,7.7,6.78
132,90.96,75.0,27.43,15.16
138,22.56,18.0,5.94,3.76
138,72.3,65.0,22.61,6.5
132,73.65,52.0,18.71,14.73
138,37.06,25.0,8.67,3.19
138,15.96,12.5,3.36,2.66
1,112.3,86.5,26.26,15.0
138,12.31,11.5,3.1,0.01
132,68.92,52.0,17.7,10.0
138,15.8,14.0,3.75,1.0
132,36.36,29.5,10.51,6.06
138,33.02,19.5,6.17,6.6
138,14.16,11.0,2.53,2.36
138,14.16,11.0,3.39,2.36
132,67.92,52.0,18.07,9.0
138,36.42,27.0,8.81,2.5
132,54.36,44.5,13.37,9.06
138,14.16,11.0,3.16,2.36
138,8.16,6.0,1.21,1.36
132,57.51,45.5,13.61,9.26
138,14.16,11.0,2.58,2.36
138,33.5,21.0,6.65,5.58
138,14.16,11.0,3.15,2.36
132,76.6,52.0,17.9,17.68
138,14.04,10.0,2.88,3.24
138,17.76,14.0,4.29,2.96
138,15.38,11.5,2.42,3.08
132,69.71,52.0,22.2,8.84
132,64.71,48.0,13.6,9.96
138,36.96,29.0,10.4,6.16
138,19.56,14.5,3.97,3.26
138,16.0,11.5,3.4,3.2
138,16.0,11.0,3.5,3.2
138,19.24,13.0,3.18,4.44
138,17.76,13.0,3.74,2.96
132,76.1,52.0,17.84,12.68
138,16.64,11.0,3.12,3.84
138,18.96,14.0,3.81,3.16
138,20.76,15.5,4.79,3.46
138,14.8,11.0,2.42,2.0
1,133.19,91.5,27.64,26.64
138,45.47,30.0,9.9,7.55
132,13.56,9.5,1.35,2.26
138,14.76,10.5,2.55,2.46
138,20.76,15.5,4.55,3.46
138,18.36,13.5,3.38,3.06
132,73.65,52.0,17.39,14.73
138,12.3,9.0,4.09,2.0
138,16.8,12.5,3.98,3.0
138,15.8,12.5,3.48,2.0
132,70.92,52.0,16.68,12.0
138,30.9,22.5,7.9,7.1
1,96.05,76.5,21.4,7.0
138,15.0,11.5,3.23,2.2
138,32.42,22.0,7.62,3.0
138,20.3,17.0,5.54,2.0
138,34.7,22.0,6.54,5.78
132,49.55,40.0,15.0,8.25
138,36.71,25.0,7.82,4.79
132,51.3,42.5,15.71,8.0
264,48.36,40.0,0.04,8.06
138,14.76,11.5,3.33,2.46
138,39.36,32.0,10.46,6.56
138,33.67,22.0,6.8,4.75
138,34.07,21.5,6.9,5.65
138,14.3,12.5,3.66,1.0
132,20.3,17.5,5.49,2.0
138,38.31,29.5,10.45,6.06
138,14.7,11.5,3.21,2.4
138,40.56,33.0,11.69,6.76
138,16.62,12.5,3.5,3.32
138,13.3,11.5,3.17,1.0
138,17.76,14.0,3.69,2.96
132,21.62,18.0,5.67,2.82
132,60.8,52.0,18.8,8.0
138,55.3,45.0,14.35,10.0
132,35.3,32.5,11.4,2.0
138,16.56,13.0,3.72,2.76
132,27.25,21.0,6.9,5.45
138,15.96,12.5,3.34,2.66
138,33.92,27.0,8.78,4.17
138,37.42,20.5,7.1,10.0
138,32.9,20.5,6.35,5.48
138,38.22,25.5,7.61,5.8
138,37.7,24.5,7.81,6.28
138,39.36,32.0,10.93,6.56
132,73.65,52.0,20.24,14.73
138,15.96,12.5,3.64,2.66
138,14.76,11.5,3.24,2.46
138,16.56,13.0,3.36,2.76
138,17.25,13.0,3.75,3.45
138,44.9,30.5,9.31,7.48
138,29.76,24.0,7.97,4.96
138,38.3,25.0,7.4,6.38
132,85.56,70.5,26.78,14.26
138,39.45,33.5,11.4,5.15
132,76.6,52.0,19.32,17.68
138,34.92,23.0,7.49,5.0
138,36.5,23.5,7.28,6.08
132,37.3,35.0,9.49,2.0
132,54.36,44.5,13.56,9.06
138,15.36,12.0,3.4,2.56
138,15.96,12.5,3.81,2.66
132,61.56,50.5,18.52,10.26
138,30.36,25.0,0.04,5.06
138,14.76,11.5,3.23,2.46
138,14.76,11.5,3.05,2.46
138,42.92,30.0,10.4,6.0
138,37.56,30.5,10.5,6.26
132,70.7,52.0,18.5,11.78
138,56.06,46.42,10.05,9.34
138,30.96,25.0,8.03,5.16
132,54.96,45.0,16.3,9.16
138,36.35,29.5,9.9,6.05
1,129.8,90.0,26.51,21.63
132,21.8,18.0,6.04,3.0
132,70.7,52.0,21.03,11.78
132,68.92,52.0,18.5,10.0
138,17.93,15.5,4.73,1.63
132,64.92,52.0,18.31,6.0
132,68.06,67.75,19.6,0.01
138,18.5,13.0,3.58,3.7
132,23.3,20.5,6.78,1.0
132,46.3,40.0,9.25,6.0
132,76.1,52.0,18.43,12.68
132,65.42,52.0,17.69,2.0
138,15.96,11.5,3.29,2.66
138,18.36,13.5,3.77,3.06
138,19.8,15.0,4.22,3.0
132,33.3,26.5,7.77,5.0
138,15.96,11.5,2.84,2.66
138,14.3,11.5,3.07,1.0
138,16.3,12.5,3.4,2.0
138,16.56,12.0,2.87,2.76
132,89.28,65.0,17.64,17.86
132,32.19,24.5,7.75,3.94
132,60.36,48.5,17.59,10.06
132,30.36,23.5,6.72,5.06
138,24.96,19.0,5.6,4.16
132,21.1,18.5,5.36,0.8
132,17.3,15.0,0.66,2.0
138,14.16,10.0,2.79,2.36
138,26.76,21.0,7.29,4.46
132,72.36,59.0,21.84,12.06
132,17.8,14.5,4.5,2.0
1,95.01,65.0,17.49,15.51
138,39.9,24.5,8.09,7.98
138,17.16,13.0,3.8,2.86
132,63.92,52.0,18.0,5.0
132,73.65,52.0,19.15,14.73
138,27.25,20.5,6.9,5.45
132,50.31,39.0,14.39,8.06
138,15.96,12.5,3.38,2.66
132,66.58,52.0,19.14,7.66
138,36.95,30.0,10.7,6.15
132,62.76,51.5,18.74,10.46
1,129.66,91.0,27.38,21.61
138,33.92,21.0,6.48,6.0
138,14.76,11.5,3.17,2.46
138,17.16,13.5,4.01,2.86
138,14.12,10.5,3.1,2.82
138,15.96,12.5,3.43,2.66
132,27.96,22.5,7.37,4.66
138,13.55,10.5,3.1,2.25
132,15.95,12.5,3.7,2.65
138,42.4,27.0,8.17,8.48
138,28.55,23.0,7.6,4.75
138,31.67,19.5,6.1,5.25
138,38.25,22.5,7.12,8.83
132,73.65,52.0,18.76,14.73
138,14.75,11.0,3.15,2.95
138,40.71,31.5,10.41,6.46
138,15.36,12.0,3.58,2.56
132,48.36,39.5,14.2,8.06
138,39.9,25.0,8.15,7.98
138,38.42,26.5,9.14,5.0
132,18.41,17.5,5.74,0.11
132,19.56,15.5,4.79,3.26
132,27.36,22.0,7.35,4.56
132,70.7,52.0,18.21,11.78
132,27.37,23.0,7.53,3.57
132,27.35,22.0,7.3,4.55
138,32.3,20.0,6.55,5.38
138,14.76,11.5,3.21,2.46
138,43.7,29.5,10.35,7.28
138,40.52,25.5,8.11,8.1
138,22.8,15.0,4.07,7.0
138,15.36,12.0,2.09,2.56
138,18.36,14.5,4.17,3.06
138,13.56,10.5,3.3,2.26
138,14.76,11.5,3.17,2.46
138,44.3,30.0,10.99,7.38
132,66.0,52.0,20.35,13.2
132,25.3,22.0,7.4,2.5
138,32.3,20.0,6.75,5.38
138,35.76,29.0,9.66,5.96
138,16.56,13.0,3.39,2.76
1,117.66,86.0,26.06,19.61
138,39.55,23.5,7.72,9.13
1,102.67,79.5,23.21,5.0
138,15.36,12.0,3.34,2.56
138,47.6,30.0,8.12,7.93
132,50.31,39.5,14.36,8.06
138,38.08,24.5,7.5,4.71
138,36.5,23.5,7.63,6.08
132,70.7,52.0,18.29,11.78
138,40.73,28.5,8.17,5.31
138,35.52,21.5,6.7,7.1
138,16.56,13.0,3.67,2.76
132,49.3,43.5,14.69,5.0
132,52.25,41.0,12.56,10.45
138,30.42,20.0,6.1,3.5
132,70.67,52.0,16.2,11.75
138,37.7,24.5,7.4,6.28
138,28.56,23.0,7.24,4.76
132,82.42,65.5,18.35,10.0
132,68.72,52.0,17.37,9.8
132,47.16,39.0,9.24,7.86
138,45.38,35.5,11.71,9.08
138,14.16,11.0,3.27,2.36
138,46.7,29.0,8.21,10.78
138,15.36,12.0,3.23,2.56
132,81.36,67.0,20.87,13.56
138,15.96,12.5,3.58,2.66
138,19.12,14.5,4.04,3.82
138,17.76,13.0,3.51,2.96
138,16.56,12.0,3.53,2.76
138,17.16,12.5,3.56,2.86
132,65.9,52.0,16.49,8.6
132,22.8,18.0,5.76,3.0
132,57.4,52.0,17.56,0.1
138,17.16,12.5,3.58,2.86
138,15.8,13.0,3.78,1.0
138,18.59,12.5,3.63,4.29
138,40.56,32.0,10.52,6.76
138,15.87,12.0,3.25,2.07
138,13.78,10.5,3.0,1.48
132,76.1,52.0,17.77,12.68
132,76.07,52.0,18.5,12.65
132,32.16,25.0,7.55,5.36
138,18.3,13.5,3.98,3.0
138,19.85,13.5,3.5,4.55
138,16.62,11.5,3.31,3.32
138,31.1,18.0,6.04,5.18
132,53.8,46.0,12.46,6.0
138,17.76,13.0,3.7,2.96
138,17.16,12.5,3.25,2.86
138,16.56,12.0,3.52,2.76
138,18.36,13.5,3.54,3.06
264,75.38,60.0,0.04,15.08
138,37.7,23.5,7.67,6.28
132,32.3,26.5,7.52,4.0
138,12.3,9.5,2.79,1.0
138,15.36,11.0,3.12,2.56
138,15.3,11.5,3.22,2.0
132,65.42,48.5,17.32,9.0
138,15.3,13.0,3.82,0.5
132,31.62,23.5,7.87,6.32
138,19.56,14.5,3.34,3.26
132,63.5,52.0,17.86,0.08
132,58.89,42.0,14.86,13.14
132,82.45,52.0,18.61,19.03
132,69.42,52.0,18.58,6.0
138,36.57,30.0,10.48,4.77
132,17.8,15.5,4.99,1.0
132,30.0,28.0,8.44,0.7
132,22.56,17.5,5.0,3.76
138,14.76,11.0,3.17,2.46
138,10.8,7.5,2.81,2.0
138,15.36,11.5,3.2,2.56
138,12.96,9.5,2.89,2.16
132,22.3,17.0,5.58,4.0
138,41.5,24.5,8.5,9.58
132,70.3,61.5,22.84,8.0
138,33.5,21.0,6.54,5.58
138,30.36,24.5,8.2,5.06
138,14.8,12.0,3.2,2.0
138,15.96,12.5,3.42,2.66
1,117.66,84.0,22.94,19.61
132,57.35,47.0,17.8,9.55
138,41.12,26.0,7.4,8.2
138,46.42,36.5,11.93,3.0
138,14.8,13.0,3.57,1.0
138,37.67,24.5,8.3,6.25
138,37.07,24.0,7.2,6.15
138,39.42,27.5,7.6,5.0
138,17.25,13.0,3.5,3.45
138,35.3,22.5,6.89,5.88
138,44.07,27.0,8.3,10.15
138,33.0,20.5,6.51,5.58
132,29.12,22.5,7.08,5.82
132,22.88,17.5,5.6,4.58
