,Model,Feature details,RMSE,R^2 train,R^2 test,4 fold - mean,4 fold - std,5 fold - mean,5 fold - std,note,Deploy
7,Simple Linear Regression,['total_amount'],0.574515971946101,0.671053644747079,0.6672542948694826,0.6703166119622219,0.003837913780812258,0.6703068936230181,0.006013093226176333,"test_size = 0.2, num feature = 1","LinearRegression(copy_X=True, fit_intercept=True, n_jobs=None, normalize=False)"
6,Multiple Linear Regression,"['DOLocationID', 'total_amount']",0.5745096402259979,0.6710635400886094,0.6672616291862414,0.6703249265895195,0.0038366565507743475,0.6703156188192827,0.0060117946274764545,"test_size = 0.2, num feature = 2","LinearRegression(copy_X=True, fit_intercept=True, n_jobs=None, normalize=False)"
5,Multiple Linear Regression,"['trip_distance', 'total_amount']",0.5589500958850468,0.6880575850853144,0.6850407883021001,0.6874459488291524,0.003546450727765655,0.6874302494708031,0.006162475357001756,"test_size = 0.2, num feature = 2","LinearRegression(copy_X=True, fit_intercept=True, n_jobs=None, normalize=False)"
4,Multiple Linear Regression,"['DOLocationID', 'trip_distance', 'total_amount']",0.5589492280839837,0.6880576653772665,0.6850417662846735,0.687445562840459,0.0035458511768415245,0.6874296756750262,0.00616231380599179,"test_size = 0.2, num feature = 3","LinearRegression(copy_X=True, fit_intercept=True, n_jobs=None, normalize=False)"
3,Multiple Linear Regression,"['trip_distance', 'fare_amount', 'total_amount']",0.5071735691097266,0.7421543126016974,0.7406886835178415,0.7418123750117432,0.002999379417483703,0.7417997460083982,0.004698598712140933,"test_size = 0.2, num feature = 3","LinearRegression(copy_X=True, fit_intercept=True, n_jobs=None, normalize=False)"
2,Multiple Linear Regression,"['DOLocationID', 'trip_distance', 'fare_amount', 'total_amount']",0.5071732856945004,0.742156719925495,0.7406889733308734,0.7418130954850042,0.002999930927830652,0.7418002794172391,0.00470219738671212,"test_size = 0.2, num feature = 4","LinearRegression(copy_X=True, fit_intercept=True, n_jobs=None, normalize=False)"
1,Multiple Linear Regression,"['fare_amount', 'total_amount']",0.5071686770383773,0.7421499990318905,0.7406936859999147,0.7418308170609411,0.0030038675108115596,0.7418143172531779,0.004681310233003051,"test_size = 0.2, num feature = 2","LinearRegression(copy_X=True, fit_intercept=True, n_jobs=None, normalize=False)"
0,Multiple Linear Regression,"['DOLocationID', 'fare_amount', 'total_amount']",0.5071684269198666,0.7421525806457241,0.7406939417621334,0.7418314273000487,0.003004474464226276,0.7418147282611312,0.00468546639852527,"test_size = 0.2, num feature = 3","LinearRegression(copy_X=True, fit_intercept=True, n_jobs=None, normalize=False)"
